COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

ESTADÍSTICA MENSUAL
EMISIÓN   : 13/09/2024 

DATOS DISPONIBLES EN LA BASE DE DATOS A: SEPTIEMBRE DE 2024; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 32049 
 NOMBRE    : SAN FRANCISCO (SMN) 
 ESTADO    : ZACATECAS 
 MUNICIPIO : GENERAL FRANCISCO R. MURGUÍA 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 24.32472222 ° 
 LONGITUD  : -102.885 ° 
 ALTITUD   : 1680 msnm 


LLUVIA MÁXIMA 24 H.
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
2011	29	32.5	33.5	36.5	40	38.5	35	36	35	33.5	31.5	28.5		34.1	12
2012	29	31.5	33.5	36	37.5	38	34.5	34.5	32	33.5	30	30		33.3	12
2013	28	29.5	32.5	35	37.5	38	33	33.5	31.5	31.5	28.5	29		32.3	12
2014	29	32	34	35.5	36	37.5	35	35	34.5	32.5	28	28.5		33.1	12
2015	28.5	32	31.5	35	38	37.5	34	35	36	34.5	32	31.5		33.8	12
2016	31.5	35	32	35.5	37.5	38	36.5	34.5	32	32	31.5	31		33.9	12
2017	31.5	32.5	33	35	38.5	38.5	36.5	35	33.5	31.5	34.5	30.5		34.2	12
2018	29	31.5	36	37	42	40	37.5	35.5	32	33.5	30.5	28		34.4	12
2019	30	33.5	35.5	36	39	38.5	37.5	37	34	35	31	31.5		34.9	12
2020	28	32.5	38.5	38	37	39	37	36.5	34	34.5	34	28.5		34.8	12
2021	32.5	33	34	36.5	39	38.5	34	35	32.5	33	31.5	32.5		34.3	12
2022	31	33	35	38				34.5	31.5	32	32.5			33.4	8
2023	29.5	37	37.5	37.5	37	42								36.8	6
MÍNIMA	23	27.5	31	33.5	33	35	31.5	32	29.5	31	28	25		31.6	6
MÁXIMA	32.5	37	38.5	38	42	42	37.5	37	36	35	34.5	32.5		36.8	12
MEDIA	28.9	31.6	33.7	35.3	37.6	38.2	35.1	34.7	32.9	32.9	31	29.3		33.5	11.3
DESV.ST	1.9	2.3	1.9	1.4	2	1.4	1.7	1.1	1.6	1.2	1.6	1.7		1.1	1.5

TEMPERATURA MÍNIMA PROMEDIO
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1989				9.5	12	14.5	14.7	15.3	12.1	6.8	4.6	1.2		10.1	9
1990	2.7	3.8	7	8.6	13.3	16.2	15.1	13.7	13	9.8	4.1			9.8	11
1991	1.2	3.9	5.7	9.1	13.6	14.8	15.4	14.6	13.4	9.1	4.2	5.6		9.2	12
1992	5.3	2.3	5.5	7	11.4	15.6	15.3	14.4	13.6	9	3.7	4.7		9	12
1993	3.1	3.4	4.3	8	11	15.6	16	15.8	14.3	9	5.8	2.7		9.1	12
1994	2.1	3.4	6.8	9.2	13.6	16	16.1		12.8	9.2	8.2	5.6		9.4	11
1995	0.6	5.2	5.6	7.6	13.9	15.9		15.9	14.4	7	5.7	1.9		8.5	11
1996	-0.9	3.7	3.4	7.4	14.8	15.4	16.6	15.4	14.2	9.4	4.4	1.1		8.7	12
1997	0.4	3.2	6.8	8.1	11.6	15.9	16.8	15.4	14.2	9	5.5	-1		8.8	12
2009	2.4	2.9	6.6	8.6	13.6	16.3	16.9	16.2	14.9	11.9	3.3	3		9.7	12
2010	0.9	2.1	3.3	9.1	13.3	16.6	17.1	16.5	15.9	7.9	1.9	-1.8		8.6	12
2011	0.1	1.2	7.4	9.3	12.5	15.9	16.8	16.6	13.8	9.1	4.2	2		9.1	12
2012	0.6	5.7	7.3	9.6	12.5	16.3	16.7	15.9	13.9	10.9	6.4	3.4		9.9	12
2013	2.6	4.3	5.2	9.4	13.5	16.7	16.5	15.3	15.4	11.9	7.6	3.9		10.2	12
2014	2.6	4.4	7	10.5	12.6	16.6	15.7	15.9	14.9	9.4	4.9	1.6		9.7	12
2015	5.2	5.4	8	11.6	13	16.2	15.8	15.1	14.8	11.4	8.8	3.6		10.7	12
2016	-0.5	2.6	6.7	9.6	14.2	14.3	16.7	16.6	14.9	10.5	7.6	3.9		9.8	12
2017	2.8	1.9	7.1	9.2	12.1	15.7	16.6	16.8	15.1	10.7	3.3	3.4		9.6	12
2018	1.7	8.3	8	10.4	14.9	16.4	16.1	15.9	16.3	12.8	4.1	1.4		10.5	12
2019	2.7	5.9	7.5	7.7	13	17.5	16.5	17.9	15.5	12.1	8.5	3		10.7	12
2020	3.6	5	10.8	10.8	14.2	16.2	18	15.9	13.4	7.1	5.4	0.4		10.1	12
2021	-0.3	4	6.9	10.2	14.9	16.8	16.6	16.1	14.8	11.5	6.1	4.8		10.2	12
2022	1.6	2.6	4.7	10.8				17.5	14	9.3	4.1			8.1	8
2023	0.9	4.5	7.4	11	13.6	15.9								8.9	6
MÍNIMA	-0.9	1.2	3.3	7	11	14.3	14.7	13.7	12.1	6.8	1.9	-1.8		8.1	6
MÁXIMA	5.3	8.3	10.8	11.6	14.9	17.5	18	17.9	16.3	12.8	8.8	5.6		10.7	12
MEDIA	1.8	3.9	6.5	9.3	13.2	16	16.3	15.8	14.3	9.8	5.3	2.6		9.5	11.3
DESV.ST	1.6	1.6	1.6	1.2	1.1	0.7	0.8	1	1	1.7	1.8	2		0.7	1.5

TEMPERATURA MÍNIMA EXTREMA
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1989				5	5	11	13	13	1.5	1.5	2	-7.5		4.9	9
1990	-6	-6	-1	4	7	14	13	9.5	9	3	-4.5			3.8	11
1991	-5.5	-6	-5	3	6.5	9	13	11.5	8	5	-6.5	-5		2.3	12
1992	0	-1.5	-1	0	9	11	12	12.5	4	-0.5	-6	-3.5		3	12
1993	-3	-3	-3	0	6.5	11.5	14	14	7	-1	-3	-5		2.9	12
1994	-9.5	-4	-0.5	2	8	13	13		6	5.5	4	-4.5		3	11
1995	-4	-4	-2	2	7.5	12		13	11	0	-2	-2		2.9	11
1996	-5	-2	-6	0	8	12	13.5	13.5	10	4	-3	-5.5		3.3	12
1997	-10	-2	-2	0	6	12.5	15	12.5	7.5	0	-3	-11		2.1	12
2009	-6	-5	-0.5	4	2.7	10.5	15	14	7	0	-0.5	-4		3.1	12
2010	-8	-5.5	-4.5	3	3.5	13	12	14.5	8	5	-4	-7.5		2.5	12
2011	-4.5	-10	2	3.5	6	12	15.5	13.5	8	4.5	-11	-6.5		2.8	12
2012	-6.5	-1.5	-3	4	7	13	14	12	8.5	5.5	0	-3.5		4.1	12
2013	-7.5	-4	-7	4	5	14	14.5	11.5	12	6	-4.5	-2.5		3.5	12
2014	-4	-1	-0.5	0	3	12	12	13.5	10.5	4.5	-8	-6.5		3	12
2015	-5	0.5	4	7.5	5	9.5	13.5	9	9	6	1	-8.5		4.3	12
2016	-7	-5	0.5	2.5	10	7	13.5	14	11.5	4.5	3	-2.5		4.3	12
2017	-3	-3	1.5	1	6.5	12.5	15	12.5	9	4	-5	-12.5		3.2	12
2018	-2	4.5	3	-1	6	14	14	13	14.5	8	-8	-8.5		4.8	12
2019	-3	-0.5	4	1	7.5	13	12	14	13	4	3.5	-3.5		5.4	12
2020	-4	-2.5	4.5	6	9	9	15	13	4.5	1	1	-7.5		4.1	12
2021	-6.5	-2.5	1	1.5	9	12	13.5	12	11	1	2	-4.5		4.1	12
2022	-3.5	-6	-6	1				15.5	8	2	-1.5			1.2	8
2023	-5	-6	-7	5.5	7	11.5								1	6
MÍNIMA	-10	-10	-7	-1	2.7	7	12	9	1.5	-1	-11	-12.5		1	6
MÁXIMA	0	4.5	4.5	7.5	10	14	15.5	15.5	14.5	8	4	-2		5.4	12
MEDIA	-5.2	-3.3	-1.2	2.5	6.6	11.7	13.6	12.8	8.6	3.2	-2.3	-5.8		3.3	11.3
DESV.ST	2.4	2.9	3.6	2.2	1.9	1.8	1.1	1.5	3	2.5	4.1	2.8		1.1	1.5

TEMPERATURA MEDIA MENSUAL
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1989				20	23.3	24.6	23.7	23	21	17.9	15.1	10.7		19.9	9
1990	13.3	13.7	18	19.9	23.9	25.2	22.2	21.6	21	18.6	15.6			19.4	11
1991	12.2	13.9	17.9	20.1	23.9	24.1	21.4	22.4	20	17.9	14.4	13.3		18.5	12
1992	11.4	12	15.8	17.8	20.7	25.1	23.9	22.5	21.6	18.4	14.3	15.2		18.2	12
1993	13.2	14.9	15.6	19	21.1	24	24	23.9	21.2	18.9	16	14.1		18.8	12
1994	12.8	15.3	17.5	19.8	23.8	24.1	24.4		21	19	18.5	14.9		19.2	11
1995	12.1	15.4	17	19.3	24.4	25		23.2	22.7	18.1	16.5	12.7		18.8	11
1996	12	15.7	15.6	18.8	25	23.9	24.8	23	22	18.2	14.9	12.5		18.9	12
1997	11.4	14.2	16.6	17.4	21.5	24.7	24.7	24.2	22.4	18.4	16.2	10.1		18.5	12
2009	13.8	15.5	17.8	20.2	23.3	24.9	25	24	21.4	20.2	14	13.1		19.4	12
2010	11.3	11.8	14.7	20.1	23.9	25.4	23.5	24.6	22.9	18.7	13.9	11.5		18.5	12
2011	12.2	14.3	19	21.6	23.8	25.6	24.4	25	22.4	19.4	15.3	13.5		19.7	12
2012	12.5	15.2	18.4	20.8	23.1	25.3	24	23.8	21.4	20.2	16.4	14.3		19.6	12
2013	12.7	15.3	16.4	20.5	23.1	25.5	23	23.1	21.5	20.2	15.7	13.2		19.2	12
2014	12.5	16.8	18.1	21.1	22.6	25	23.2	23.5	22.1	19.8	14.2	13		19.3	12
2015	13.8	14.8	16.3	21.1	23	23.8	23.2	23.9	23	19.8	18.5	14.4		19.6	12
2016	11.2	15.1	17.2	20.4	24.1	23.9	25.3	22.9	22.1	19.8	16.5	15.3		19.5	12
2017	13.8	14.8	18	20.4	23.6	25.6	24.4	24	21.6	19.9	16	12.7		19.6	12
2018	12.7	17.4	19.6	21.4	25	25	24.5	24.1	22.2	19.7	14.6	12.3		19.9	12
2019	13.8	17.2	19.1	19.6	24	26	25.1	26.2	23	21.4	17.4	13.8		20.6	12
2020	13.1	15.6	21.2	22.4	24.2	25.3	24.9	24.1	21.3	19.2	17.2	12.2		20.1	12
2021	12.2	16.4	19.1	21.7	24.3	24.7	23.1	23.7	22.5	20.4	16.8	16.1		20.1	12
2022	13.3	14.4	17.6	22.2				24.6	21.6	18.4	16.6			18.6	8
2023	13.9	16.6	19.6	21.6	23.2	27.1								20.3	6
MÍNIMA	11.2	11.8	14.7	17.4	20.7	23.8	21.4	21.6	20	17.9	13.9	10.1		18.2	6
MÁXIMA	13.9	17.4	21.2	22.4	25	27.1	25.3	26.2	23	21.4	18.5	16.1		20.6	12
MEDIA	12.7	15.1	17.7	20.3	23.4	24.9	23.9	23.7	21.8	19.2	15.9	13.3		19.3	11.3
DESV.ST	0.9	1.4	1.6	1.3	1.1	0.8	1	1	0.8	0.9	1.3	1.5		0.6	1.5
