COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

ESTADÍSTICA MENSUAL
EMISIÓN   : 13/09/2024 

DATOS DISPONIBLES EN LA BASE DE DATOS A: SEPTIEMBRE DE 2024; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 32045 
 NOMBRE    : RIO GRANDE (SMN) 
 ESTADO    : ZACATECAS 
 MUNICIPIO : RÍO GRANDE 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 23.81694444 ° 
 LONGITUD  : -103.0258333 ° 
 ALTITUD   : 1902 msnm 


LLUVIA MÁXIMA 24 H.
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
2013	21	25.8	27.4	31.6	33.8	33.7	28.5	29.8	25.9	28.6	21.1	22.2		27.4	12
2014	22.1	28.8	29.2	30.8	31.9	31.6	29.4	29.5	26.7	27.4	21.6	21.7		27.6	12
2015	19.8	21.7	21.8	28.2	31	28.1	27.5	29.2	27.5	24.7	24.2	21.3		25.4	12
2016	19	23.8	24.2	28.8	32	29.8	29.7	26.3	26.2	25.4	21.2	22.7		25.8	12
2017	21.1	24.6	26.1	29.4	32.7	30.7	27.8	26.9	24.8	25.6	24.9	19.5		26.2	12
2018	20.1	23.5	28.3	30	31.1	28.6	28.4	27.9	24.8	23.8	22.6	20.5		25.8	12
2019	21.9	26.1	28.3	29.4	32.5	31	28.4	29.9	27	27.1	22.8	21.3		27.1	12
2020	20.2	23.6	28.8	32.1	32.3	30.7	28.2	28.4	26.1	27.4	24.9	21.2		27	12
2021	22.1	26.4	29	31.6	30.9	28.4	25.6	27.2	25.7	26.1	23.8	24.6		26.8	12
2022	23	26.1	29.5	31.9	33.7	31.6	31.2	29.3	26.9	27.5	27.9	24.2		28.6	12
2023			30.1	30.3	31	34.9	32.3		32.5					31.9	6
2024		25.9	29.4	33.6	37	34.8	33.9	33.2						32.5	7
MÍNIMA	15.4	16.8	19.9	20.5	28.2	26.1	24.2	25.9	23.3	20.6	19.2	18.4		23.9	1
MÁXIMA	29.3	28.8	32.9	37.4	41.7	40	39	39	39.4	38	37	30.3		32.6	12
MEDIA	22.1	24.1	27.3	30.2	33	32.3	30.6	30.2	28.6	27.4	25.1	22.5		27.8	10.9
DESV.ST	2.8	2.7	2.7	2.7	2.6	2.9	3.1	2.9	3.3	2.8	3.2	2.3		2.1	2.4

TEMPERATURA MÁXIMA EXTREMA
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1922						38.5	36	37	36	30	31	29		33.9	7
1923	28	29	34	38	39	39	36	37	35.5	32	29	30		33.9	12
1924	30	28	34	34	39	39	36	38	36	38	31	30		34.4	12
1925	30	32	34	37	38	40	35	36	33	32	36	32		34.6	12
1926	28	30.4	36	32.5	36	39	39	34	33	33	29	27		33.1	12
1927	29	29	34	36	38	38	32.5	33	33	31	34	29		33	12
1928	28	29	32	35	36	37	33	33	33	31	28.5	27.5		31.9	12
1929	30	30	34	34	36	37	35	32	35	32	30	27		32.7	12
1930	26	30	31	34	39	35	36	34.5	38	32.5	28	29		32.8	12
1931	29	26	31	34	37	36	36	33	34	33	31	28		32.3	12
1932	29	32	30	32	38.5	39.5	38.5	34	33.5	32	28	28		32.9	12
1933	29	30	35	37	39.5				33	33	31	30		33.1	9
1934	29	32	32			34	32	32	29	28	28	26		30.2	10
1935	26	24	32	32	33	35	30	29	29	27.5	28	26		29.3	12
1936	25	27	30						34			27		28.6	5
1941										30.8	33	27		30.3	3
1942	27.5	23.5	23.6	41	44	44	38.5	41	37	36	30	28		34.5	12
1943	28	32	34	39.5	41	37	36	35	35.5	31	31	26		33.8	12
1944	26.5	31.5	32	36		37	36.5	36	33	33	30	26		32.5	11
1945	25	32	36	36	37.5	38.2	33.5	35	35	34	33	30		33.8	12
1946										33	32	32		32.3	3
1947	29		36	39.5	40	40.5	40	40	33	37.5	37	26		36.2	11
1948	26	27	26	30.5	33.2	35.1	29.5	30.5	33	35	30	30		30.5	12
1949	30	31	34	40	43	41	41	38	38	38	30	32		36.3	12
1950	33	33	36	40	42	41	41	40	42	37	29	26		36.7	12
1951	28	35	36	35	40	42	37	36	37	37	33			36	11
1952	32	31	36	37	37	37	36	38	35	31	30	29		34.1	12
1953	29	30	35	33	40	40	36	37	33	33	29	28		33.6	12
1954	30	31	43	35	40	40	35	35	39	42	38	29		36.4	12
1955	33	33	36	26	39	37	37	32	38	37	33	26		33.9	12
1956	29	31	35	37	40	41	40	40	37	35	30	32		35.6	12
1957	28	30	34	35	38	35	37	40	31	31	35	27		33.4	12
1958	26	27	32	32	35	36	36	35	35	33	32	28		32.2	12
1959	18	18	23	29	33	37	39	39	40	37	28	24		30.4	12
1960	21	24	25	36	40	39	41	40	42	40	39	34		35.1	12
1961	30	32	32	39	39	36	35	33	35	33	31	34		34.1	12
1962	25	28	32	32	37	38	37	36	32	32	28	25		31.8	12
1963	27	26	32	36	37	37	33	34	31	27	27	23		30.8	12
1964	25	23	30	35	36	36	35	34	30		27	25		30.5	11
1965	25	26	28	30	33	36	34	34	32	28				30.6	10
1968	28	26	30	30	36	33								30.5	6
1969	28													28	1
1970	29	29	29		37	37	34	34	28					32.1	8
1991	25	27	33.5	34	36	35	28	30	26	27.5	31.5	26.5		30	12
1992	21.5	25.5	30	30	32		33.5	31	30	27	26	26		28.4	11
1993	26.5	29	30	33	33	35	31	31.5	27	30	27	26.5		30	12
1994	25	30	33	34	34	32	33	30	29	30	28	26		30.3	12
1995	25	27	33	34	36	36	32	31	31	31	31	27		31.2	12
1996	27	30	31	36	37	32	31	34	30.5	28	28	24.5		30.8	12
1997	25	29	29.5	31.5	31.5	34	30	32	29	28.5	27	26		29.4	12
1998	24	29	33	34	37	37	34	31	29	30	28.5	30		31.4	12
1999	25	27.5	29	35	35	35	32	31	32.5	29	24.5	23.5		29.9	12
2000	27	29	33	35	34	30	31	28	29	28	28			30.2	11
2005	25.5	26.5	30	32.5	33	37	31	29	29.5	29	27	26		29.7	12
2006	28.5	29	31	34	34.5	33.5	29.5	30.5	27.5	27	25.5	25		29.6	12
2007	24.5	30	30	32	34.5	36	30	29	28	30	27.5	26		29.8	12
2008	26			30	32	32	29	29.5	28	23	22	22.5		27.4	10
2009	23	27	30	32	33	32.5	31	31	28	29	23	29		29	12
2010	24	24	28	32	34.5	34	29	32	31.5	31	29	26		29.6	12
2011	27.5	31	33.5	35	39	36.5	33	33	32	31.5	30	27.5		32.5	12
2012	28.5	32	31.5	35	38	36.5	33.5	33.5	31	31.5	30	27.5		32.4	12
2013	27	28.5	33.5	35	38.5	37	34	35.5	31.5	32.5	26	27.54		32.2	12
2014	29	31	35.5	35	36.5	37	34	33.5	31	30	27	26		32.1	12
2015	25	29.5	29	32.5	34	34.5	31	31.5	32.5	29.5	28	26.5		30.3	12
2016	24.5	29.5	30	31.5	36.5	34.5	32.5	30	28.5	28.5	27.5	25.5		29.9	12
2017	27	29.5	32	32.5	35.5	33.5	31.5	31	32	35	30	26.5		31.3	12
2018	25.5	27.5	31.5	33	37	35	33	31	28	30	27.5	25		30.3	12
2019	26.5	33	32	33	36	34	31	33	30	31	27.5	27		31.2	12
2020	24.5	30	35	35.5	36	35.5	32.5	32	30	31	30.5	26		31.5	12
2021	29	30	32.5	34.5	35.5	34	29	30	28	32	29.5	29		31.1	12
2022	28.1	32.4	32.1	35.4	36.4	35.3	34.5	31.5	29.9	31.5	31.3	29.2		32.3	12
2023			33.1	34.5	35.4	38.7	36		34.9					35.4	6
2024		32.2	32.3	39.2	40.2	41	38.7	38.7						37.5	7
MÍNIMA	18	18	23	26	31.5	30	28	28	26	23	22	22.5		27.4	1
MÁXIMA	33	35	43	41	44	44	41	41	42	42	39	34		37.5	12
MEDIA	27	29	32.1	34.3	36.8	36.6	34.2	33.8	32.5	31.8	29.6	27.5		32	10.9
DESV.ST	2.6	2.9	3.2	2.9	2.7	2.7	3.3	3.3	3.6	3.5	3.1	2.4		2.3	2.4

TEMPERATURA MÍNIMA PROMEDIO
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1922						22.9	22.3	22.8	14.1	7.3	5.3	0.7		13.6	7
1923	1.5	4.9	4.5	7.5	11.9	13.2	11.9	12.8	13.5	8.5	7.1	5.7		8.6	12
1924	1.3	0.9	1.6	3.2	13	13.6	14.4	14.1	13.6	6.7	2	2.2		7.2	12
1925	-1.7	0.5	3.6	5.3	6.5	10.6	12.4	11.8	12.2	9.7	4.1	2.2		6.4	12
1926	-0.2	1.2	6.5	5	7.9	13.9	16.9	13.9	13.2	9.2	1.7	2.6		7.6	12
1927	-1.1	0.9	4.3	5.8	12.6	13.5	13.3	13.2	12.7	8.5	1.7	3.8		7.4	12
1928	-0.2	2.6	3.4	5.4	10.6	13.7	13.8	12.9	12.6	9.2	4.1	0.2		7.4	12
1929	-0.8	-0.1	0	6.8	10.3	14	14	13.1	11.5	5.6	4.1	0.6		6.6	12
1930	0.5	1.1	4.6	7.5	11.1	13.4	12.6	11.4	11.1	12	5.9	2.9		7.8	12
1931	1.2	2.1	1.9	5.4	8.8	13.6	13.6	12.1	11.1	7.3	2.8	-0.4		6.6	12
1932	0	2.2	0.7	3.7	9.7	12	10.9	11.8	12.6	6.5	-1.1	1.4		5.9	12
1933	1	3.6	3.7	6.8	7.7				11.9	8	0.9	-2.1		4.6	9
1934	-1.4	4.5	1.6			15.3	14.9	14.5	13.7	8.5	3.3	2.7		7.8	10
1935	0.2	1.5	5	7.9	9.3	15.7	14.6	13.7	14.4	8.4	6	3		8.3	12
1936	1.4	2.3	6.5						13.3			-0.5		4.6	5
1941										12	10.2	7.5		9.9	3
1942	4.5	4.3	7.1	22.1	6.7	10.2	10.5	10.8	12.8	11.3	7.4	-0.5		8.9	12
1943	2.8	4.7	7.9	10.6	15	15.7	18	16.7	17	10.9	5.2	5.9		10.9	12
1944	1.4	9.7	6.4	6		16.7	16.3	16.4	15.1	9.9	7.5	4.2		10	11
1945	4.7	4.6	9.1	9.6	14	18.1	16.5	16.8	14.7	15.4	7.7	3.5		11.2	12
1946										15.8	9.6	8.2		11.2	3
1947	2.7		9.9	16.1	18.5	18.4	16.8	13.4	12.7	14.8	15.7	6.2		13.2	11
1948	4.6	8.2	8.1	9	11.2	10.7	8.4	8	10	12	6.1	4.7		8.4	12
1949	3.5	6	7.5	7.8	13	15	14.1	13.2	13.7	10.1	2.8	4.9		9.3	12
1950	7.8	5.6	7.8	10.8	12.2	9.9	11.9	12.1	11.5	7.7	4.1	1.2		8.6	12
1951	4.7	3.1	8.1	9.2	11.8	14.2	15.1	15.9	10	9.2	6.5			9.8	11
1952	4.2	3.8	6.2	9.5	11.6	14.2	15.3	13.1	13.4	5.9	5.2	1.7		8.7	12
1953	-0.9	3.9	10	12	9.4	16.4	15.4	14.1	11.1	11.1	3.2	2.5		9	12
1954	4.5	5.9	5.2	9.9	9.4	16.2	14.8	14.2	9.3	10.5	2.1	1.8		8.7	12
1955	7.8	5.9	7.8	4.4	9.5	14.4	14.5	14.3	13.6	8.9	6.6	1.7		9.1	12
1956	-1.2	5.2	8.7	6.9	11.3	9.3	11.9	12	13	11.8	2.8	4.8		8	12
1957	4.4	4.4	9.2	8.8	10.5	14	15.3	12.3	14.7	10.7	7	2.3		9.5	12
1958	0.1	2.6	5.8	8.5	11.3	14.4	14.8	14.8	14	12.2	8	2.8		9.1	12
1959	1.4	1.2	3.5	7.2	11	11.6	12.6	13.1	13.4	11.8	2.7	1.4		7.6	12
1960	0.7	1.9	2.9	8	12.9	14.6	14	14.1	14.9	13.3	12.8	6.8		9.7	12
1961	2.2	1.3	4.7	7.3	13.2	14.6	14.9	13.4	13.6	11.4	1.3	2.5		8.4	12
1962	-0.3	3	2.8	4.9	3.6	5.7	11.6	11.9	10.5	10.3	2.2	1.5		5.6	12
1963	1.8	2.7	2.6	4.9	4.5	4.9	3.6	3.4	3.2	3.2	1.8	1.7		3.2	12
1964	0.3	0.2	4.3	4.6	5.5	5.2	4	3.7	3.7		2	1		3.1	11
1965	0.2	1.6	3.8	4.1	6.6	7.4	6.4	4.5	5.3	2.9				4.3	10
1968	1.1	0.8	5.2	5.8	6.7	5.1								4.1	6
1969	1.9													1.9	1
1970	1.5	2.3	5.6		5.1	3.9	3.9	5.1	4.9					4	8
1991	0.7	2.6	5.2	8.5	12	13.8	14	13	12.3	7.9	4.4	5.7		8.3	12
1992	4.6	1.4	4.9	6.8	10.7		13.5	13	12.4	8.8	3.5	4.3		7.6	11
1993	2.8	2.7	4.2	7.1	9.8	14.1	14	13.9	12.9	8.4	5.2	1.7		8.1	12
1994	2	2.9	5.9	8.4	12.6	14.1	13.6	13.2	11.3	8.7	6.6	4.5		8.7	12
1995	0.8	4.5	4.8	6.9	12.6	14.7	14.3	14.2	13.3	7.2	4.7	1.9		8.3	12
1996	-0.9	3.9	3.3	5.8	13.4	14.3	14.3	13.2	12.7	8.1	3.5	1.8		7.8	12
1997	-0.4	2.1	5.4	6.9	10	13.8	13.8	13.2	11.7	7.7	4.5	-1.7		7.2	12
1998	-1.3	-0.5	3.4	6.9	11.7	16	14.4	14	12.3	10.7	4.9	1.2		7.8	12
1999	-1	1.8	3.2	8.3	10	13.9	10.9	13.1	12	7.1	1.3	-0.7		6.7	12
2000	0.5	1.9	4.7	8.6	13.5	13.5	12.9	12.6	12.1	8.8	5.3			8.6	11
2005	1.4	4.8	3.2	6.8	9.3	13.1	13.8	12.2	10.5	9.1	1.9	0.6		7.2	12
2006	-0.4	2.5	5.7	9.2	11.4	13.3	12.9	12.6	11.9	8.6	2.2	1		7.6	12
2007	1.7	1.1	4.9	6.2	10.8	13.7	12.5	12.4	11.8	6.6	3.1	1.2		7.2	12
2008	-0.3			5.8	6.7	10.9	11.3	11.3	10.8	9.7	2.7	1.5		7	10
2009	1.8	3.3	7.1	12.6	16.3	14.5	15.2	13.9	12.4	11.3	4.7	1.8		9.6	12
2010	-0.4	1	5	7	8.7	9.3	13.1	13.7	13.6	6.7	1.3	-1.6		6.4	12
2011	-0.9	0.3	6.1	7.7	11.1	14.2	14.1	13.8	12.3	7.9	2.9	1.5		7.6	12
2012	1	4.3	6.2	7.7	11.3	13.4	13.5	13.4	11.3	8.5	5.3	2.4		8.2	12
2013	2.2	3.1	3.7	7	11	14	13	12.9	12.5	9.8	6.2	4.6		8.3	12
2014	2.1	4.8	6.6	9	11.8	14.7	13	13.5	12.8	8.7	3.5	1.4		8.5	12
2015	4.5	3.9	6.5	9	11.5	13.4	11.7	11.9	11.4	9.2	7.2	2.4		8.6	12
2016	-1.9	1.6	4	7.6	11.4	11.9	13.3	13.3	12.6	8.4	5.8	3.4		7.6	12
2017	1	0.5	5.8	6.5	10.4	13.4	13	13.6	11.9	8.4	2.3	1.9		7.4	12
2018	0.3	6.3	6.4	7.6	11.7	13.5	13.1	12.4	12.4	9.4	3.1	0.3		8	12
2019	1.3	5.1	5.9	6.2	9.8	14.5	12.7	13.9	12.2	9.6	7.1	1.5		8.3	12
2020	1.6	3.9	8.9	8.5	10.9	13.9	13.1	11.9	10.7	4.5	2.8	-0.8		7.5	12
2021	-1.1	1.8	5.1	7.9	11.4	12.3	12.4	11.4	10.9	6.9	2.7	0.4		6.8	12
2022	0.7	2.4	4.9	9	13.3	15.6	15.7	15.1	13.1	8.4	5	2.5		8.8	12
2023			7.1	8.9	12.4	16.4	15.9		15.1					12.6	6
2024		3.1	6.6	7.8	13.2	15.4	13.3	14						10.5	7
MÍNIMA	-1.9	-0.5	0	3.2	3.6	3.9	3.6	3.4	3.2	2.9	-1.1	-2.1		1.9	1
MÁXIMA	7.8	9.7	10	22.1	18.5	22.9	22.3	22.8	17	15.8	15.7	8.2		13.6	12
MEDIA	1.3	3	5.3	7.7	10.7	13.2	13.3	12.8	12.1	9.1	4.6	2.3		7.9	10.9
DESV.ST	2.1	2	2.1	2.8	2.7	3.3	3	2.9	2.4	2.5	2.8	2.2		2.1	2.4

TEMPERATURA MÍNIMA EXTREMA
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1922						19.5	18	11	10	2	1	-4		8.2	7
1923	-3.5	0	0	2	4	10	9	9	11	3	0	1		3.8	12
1924	-5	-6	-2	-1	5	10	12	11	4	2	-3	-5		1.8	12
1925	-8	-3	-2	3	3	5	11	11	5	2	1	-5		1.9	12
1926	-6	-6	-3	-1	-2	11	12	10.5	9	4	-4	-7		1.5	12
1927	-7	-3	-3	-1	6	9	11	11	10	3.2	-4	-7		2.1	12
1928	-5	-6	-2	-3	5	11	12	10	8	6	-2	-6		2.3	12
1929	-6	-6	-7	2	5.5	9	11.5	10.5	3	-3	-7	-8		0.4	12
1930	-4	-8.5	-2	2	7	11	10	8	5	4	1	-4		2.5	12
1931	-8	-5	-5	0	4	11	11	8	9	3.5	0	-4.5		2	12
1932	-7	-4	-3	-2	5	10	9	8	10	3	-7.5	-5		1.4	12
1933	-10	-4	-3	-2	-2				10	2	-4	-6		-2.1	9
1934	-7	-3	-4			11	13	13	9	5	-3	-5		2.9	10
1935	-5.5	-5	-4	3	5	13	12	12	11	6	-1	-3		3.6	12
1936	-5	-6	-1						11			-6		-1.4	5
1941										9	6.8	0.2		5.3	3
1942	0.5	0.5	4.3	18	1	7	5.5	8	8	6.5	1	-5		4.6	12
1943	-2	-2	2	6	7	13.5	14	14	14	5	0	-2		5.8	12
1944	-6	6	4	4		13.5	13	14	12	6	3.5	-4		6	11
1945	-2	1	1	4	8	14	14	13	10	8	4	0		6.2	12
1946										14	5	4.5		7.8	3
1947	0		6	12	10	15.5	12	10	9	12	2	-2		7.9	11
1948	0.2	3	5.5	3.5	9.6	6.4	6	6	3	7	1	2		4.4	12
1949	1	3	3	2	9	11	11	11	10	3	0	0		5.3	12
1950	3	-4	0	9	9	5	6	7	9	4	0	-4		3.7	12
1951	2	-6	2	2	6	10	12	11	6	3	2			4.5	11
1952	1	-6	2	5	6	8	12	10	9	1	0	0		4	12
1953	-5	-1	5	8	6	10	11	10	6	9	-1	-10		4	12
1954	0	2	0	5	6	10	11	10	6	8	1	0		4.9	12
1955	3	1	0	0.2	6	8	6	10	10	3	2	-4		3.8	12
1956	-5	1	6	5	6	7	9	7	0	7	1	2		3.8	12
1957	2	-3	2	-3	7	10	10	7	7	7	-0.5	-3		3.5	12
1958	-5	0	0	6	9	8	10	14	12	8	6	-3		5.4	12
1959	0	0	2	3	9	9	12	12	12	9	1	0		5.8	12
1960	0	0	1	5	12	14	12	13	13	12	11	1		7.8	12
1961	0	-5	0	0	10	7	14	11	12	7	-2	-2		4.3	12
1962	-9	1	1	2	1	1	8	8	8	1	0	-5		1.4	12
1963	0	2	0	2	2	2	1	2	0	0	0	0		0.9	12
1964	0	0	1	0	0	0	0	2	1		0	0		0.4	11
1965	0	-0.2	3	2	4	2	4	4	4	0				2.3	10
1968	-3	-2	3	4	4	4								1.7	6
1969	0.1													0.1	1
1970	0.1	0.1	1		2	0	2	4	2					1.4	8
1991	-5	-5	-3.5	1	8	8	11	9.5	6.5	4.5	-5	-2		2.3	12
1992	1	-5	-5	1	7.5		11	10	4	1	-5	-0.2		1.8	11
1993	-5	-2	-1	2	5	10	11	11.5	7.5	-1	-1	-5		2.7	12
1994	-3	-3	1	3	7	12	10	12	6	6	2	-5		4	12
1995	-3	-3	0	2	8	9	11	12	11	1	-2	-2		3.7	12
1996	-4	-1	-4	2	7	12	12	11	9	4	-2	-3.5		3.5	12
1997	-9	-1.5	-1	0	6.5	11	11.5	11.5	7	0.5	-3	-11		1.9	12
1998	-7	-5.5	-1	1	7	12.5	12	12	9.5	7.5	2.5	-3.5		3.9	12
1999	-5.5	-4	-3	3	3	11	9	8	9.5	0	-3.5	-6		1.8	12
2000	-3	-5	-1	3.5	9.5	12	11	10	5	6	-2			4.2	11
2005	-4.5	-0.5	-1	-1	3.5	8.5	10.5	10.5	6.5	5	-4.5	-3		2.5	12
2006	-10	-1.5	1.5	4.5	8	10.5	10.5	10	9.5	2	-4	-7		2.8	12
2007	-3	-2.5	-1.5	2	7	11.5	3	10	9	-2	-1.5	-3.5		2.4	12
2008	-7.5			4	5	6	10	10	8.5	4	1	-2		3.9	10
2009	-1	1	3	10	11	13	14	12	11	9	1	-1.5		6.9	12
2010	-2.5	-2	2	6	6	8	8	11	8	3	-2.5	-5		3.3	12
2011	-5	-10.5	2	4	7	11.5	12	11	7.5	3.5	-10	-4.5		2.4	12
2012	-6	-1.5	-1.5	2	5	10.5	11	10	6	5	2	-3		3.3	12
2013	-5.5	-4	-5	1	6	10.5	1.5	10	10	4	-4	-0.5		2	12
2014	-3	1.5	0.5	-0.5	5	12	11	11	8.5	3.5	-8	-7		2.9	12
2015	-2	-2	3	1.5	6	9.5	3	8.5	6.5	5.5	0.5	-5.5		2.9	12
2016	-6.5	-5	-5	1	7.5	7	10.5	10.5	9.5	3.5	1.5	-4.5		2.5	12
2017	-5	-7	2.5	1	7	10.5	9.5	11.5	7	2.5	-5	-13		1.8	12
2018	-4	1	4	-1.5	8	11	10	10.5	10.5	5	-7.5	-9		3.2	12
2019	-5	-1	2.5	1	6	11	9.5	11	10	3	-0.5	-3.5		3.7	12
2020	-5.5	-3	4.5	2.5	6.5	10	3.5	9.5	2.5	1	-1	-6		2	12
2021	-7.5	-3.5	3	3.5	6	7	10	1.5	7.5	0	0	-5		1.9	12
2022	-4	-4.8	-1.9	5.6	8.9	13.1	11	13.7	8.2	0.9	-1	-3		3.9	12
2023			2.1	1.2	5.7	12.8	13		12.2					7.8	6
2024		-2.1	4.2	1.9	7.4	10.6	13.1	3.5						5.5	7
MÍNIMA	-10	-10.5	-7	-3	-2	0	0	1.5	0	-3	-10	-13		-2.1	1
MÁXIMA	3	6	6	18	12	19.5	18	14	14	14	11	4.5		8.2	12
MEDIA	-3.6	-2.4	0.2	2.6	6	9.5	9.9	9.8	8	4.2	-0.8	-3.6		3.4	10.9
DESV.ST	3.3	3.1	3	3.5	2.8	3.5	3.5	2.8	3.1	3.3	3.6	3.2		2.1	2.4

TEMPERATURA MEDIA MENSUAL
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1922						27.8	26.2	27.9	21.2	17.1	16.4	13.2		21.4	7
1923	12.8	14.4	15.3	19.4	23.2	24.4	22	22.4	22.2	17.8	14.8	13.8		18.5	12
1924	11.8	12.1	14.2	15.2	24.4	24.2	23.6	23.6	22.2	17.8	14.2	13.9		18.1	12
1925	11.1	14.4	15.9	19.2	20	22.1	22.6	22.7	20.4	18.8	14.5	11.1		17.7	12
1926	9.4	12.9	17.6	16.7	19.4	24	24.4	21.6	21.6	19.4	13.8	13		17.8	12
1927	11.7	12.6	16	18.3	23.6	21.6	20.5	21.6	20.4	17.5	14.3	12.6		17.6	12
1928	11.5	13	15.3	17.7	21	24	21.8	21	18.9	18.5	13.9	11.7		17.4	12
1929	11.3	12.9	13.1	19	21.8	23.6	21.8	20.9	20.8	16.3	13.9	11.2		17.2	12
1930	11.4	12.3	15.9	18.4	21.4	21.8	22	21	21.2	19.2	13.6	11.8		17.5	12
1931	9.4	11.2	13.4	17.4	20.8	23.7	23.1	21.2	21.6	18.1	15.2	12.2		17.3	12
1932	12	14.7	13.6	15.8	23	25.1	23.8	21.5	20.8	17.4	11.8	12.1		17.6	12
1933	11.4	13.8	16.6	18.8	21.8				20.4	18.2	13.1	12		16.2	9
1934	11.7	15.3	14.6			22.9	22.4	21.5	19.8	16.8	13.2	12.3		17	10
1935	10.2	11	15.8	17.9	19.7	22.3	20.4	20	19.4	16.8	15.4	12.1		16.8	12
1936	11.8	12.7	15.6						21.1			11.1		14.5	5
1941										20.8	18.1	14.8		17.9	3
1942	14	12.7	14.1	29.8	24.2	25.1	23	23.7	21.9	20.6	16.8	11.6		19.8	12
1943	12.7	15.9	19.4	22.6	25.1	24.2	25	25	23.4	18.8	14.4	13.1		20	12
1944	10.9	18	17.6	18.7		25.9	24.6	23.6	22.4	19	16.7	12.8		19.1	11
1945	12.9	16.2	20.8	21.2	25	27.3	24.2	24.8	23.5	23.2	19.1	15.4		21.1	12
1946										23.2	20	19.2		20.8	3
1947	14.2		21.4	25.9	28.4	28.5	26.9	23.6	21.8	22.9	23.9	14.4		22.9	11
1948	12.4	15.2	15.3	16.8	21.1	20.8	17.1	17	18.1	19.8	15.6	15		17	12
1949	14.2	16	19.1	19.8	25	25.8	25.1	23.8	23.3	20.4	14.1	15.6		20.2	12
1950	18.2	17	19.8	23.3	25.2	23.8	23.6	22.7	23.2	18.3	15.1	11.9		20.2	12
1951	14.2	15	18.3	19.4	23	25.2	24.2	23.7	20	19.2	18			20	11
1952	16.8	14.8	17.7	20	22.2	23.7	24.1	22.6	22.2	16.8	15.9	11.9		19.1	12
1953	12.3	14	20.2	21	22.3	25.8	23.9	22.6	20	19	13.7	11.8		18.9	12
1954	14.9	16.9	18.3	20.2	22.3	25.6	23	22.5	22.1	22.1	19	12		19.9	12
1955	18.2	16.9	19.8	12.4	22.2	24	23.4	20.6	23	19.6	18	11.8		19.2	12
1956	11.7	16.1	16.9	19.9	22.3	18	22.7	22.4	22.8	18.5	13.6	15.3		18.4	12
1957	14.2	14.2	20	19.4	22	22	24	23.1	21.7	18.6	16.2	12.3		19	12
1958	8.5	13.1	16.1	19.2	21.1	23.4	23.5	23.9	23.4	21.9	17.2	12.8		18.7	12
1959	9.3	9	11.7	16.9	21.3	23.2	24.8	25.7	25.8	22.9	14.2	11.1		18	12
1960	9.7	10.5	13	19.6	24.9	26.2	26.5	26.6	27.1	25.6	24.9	17		21	12
1961	12.7	13.8	16.6	20	24.6	23.1	23.5	21.8	22.4	21.4	15.3	14.5		19.1	12
1962	9	11.3	15.8	16.5	18.8	19.9	22.9	22.6	19.6	18.9	13.8	12		16.8	12
1963	12.6	13.2	14.7	19.1	18.5	18.8	16.7	16.6	15.6	14.2	12.8	10.7		15.3	12
1964	10.8	10.7	15.1	18.2	18.4	18.5	17.7	17.6	16		12.8	11.3		15.2	11
1965	11.4	12.5	15.2	16.7	18.4	19.9	19.1	17.9	18.1	14.3				16.4	10
1968	13.6	12.5	16.6	17.1	19.5	18								16.2	6
1969	14.2													14.2	1
1970	14.2	15.2	17.1		19.1	17.8	17.4	18	16.1					16.9	8
1991	11.2	13	17.2	19.2	22.4	22.4	19.1	19.8	17.8	15.7	13.4	12.5		17	12
1992	10	10.3	14.4	16.5	19.4		21	20	19.4	16.4	12.7	13.6		15.8	11
1993	11.9	13.4	14.6	17.6	19.5	22	21.2	21.3	18.5	16.8	14.2	12.2		16.9	12
1994	11.2	13.8	16.4	18.7	22.2	21.4	21.6	20.2	18.4	17.5	16.3	12.9		17.6	12
1995	11.3	14.1	16	18.2	23.2	23.2	21.6	20.8	20.3	16.9	14.4	11.2		17.6	12
1996	10.8	14.3	14.7	17.3	23.1	21.9	21.9	20.5	19.7	15.6	12.9	11.1		17	12
1997	9.6	12.7	14.6	15.9	19.2	21.9	21.1	21.1	19.4	16.4	14.1	8.3		16.2	12
1998	9.5	10.6	14.9	18.9	22.9	24.3	22.3	20.6	18.9	18.4	15.1	12.4		17.4	12
1999	10.1	13	14.7	19.5	20.9	21.8	19.2	20.9	19.5	16	11.7	9.8		16.4	12
