COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

ESTADÍSTICA MENSUAL
EMISIÓN   : 13/09/2024 

DATOS DISPONIBLES EN LA BASE DE DATOS A: SEPTIEMBRE DE 2024; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 32005 
 NOMBRE    : CAÑITAS DE FELIPE PESCADOR 
 ESTADO    : ZACATECAS 
 MUNICIPIO : CAÑITAS DE FELIPE PESCADOR 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 23.60222222 ° 
 LONGITUD  : -102.7338889 ° 
 ALTITUD   : 2046 msnm 


LLUVIA MÁXIMA 24 H.
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1963	1.8	-0.3	5.5	10	11.5	12.9	12.3	12.4	11.8	8.7	3.8	2.5		7.7	12
1964	2	2.8	4.6	8.7	11.2	12.4	12.9	11.8	11.9	6.2	4.9	1.9		7.6	12
1965	1.6	2	4.4	7.6	10.7	12.7	11.8	11.8	11.5	4.4	3.8	3		7.1	12
1966	2.6	2.7	4.4	7.6	11	12.5	12.4	12.4	11.2	7.6	3.3	2		7.5	12
1967	1.6	2.1	11.4	12	11.2	13.4	12.6	12.4	11.1	7.1	3.8	2.8		8.5	12
1969	1.5	4.4	3.9	7.5	10.5	13.2	13.6	13.5	13.4	9.3	7.6	2.7		8.4	12
1970	0.3	3.7	4.1	7.6	9.7	12.8	12.7	12.9	11.1					8.3	9
1973										11.1	10.6	3.1		8.3	3
1974	3.7	3.6	11.9	11.2	13.8	16.4	12.7	12.6	12.4	7.7	2.8	1.9		9.2	12
1975	0.6	0.8	5.1	9.4	9	12.2	10.3	11.9	10	7.1	4.2	1.8		6.9	12
1976	3.5	0.8	2.3	6.8	10.6	11.8	10.5	10	8.7	4.9	1.7	1.3		6.1	12
1977	1.7	2.3	2.9	6	13.6	12.2	12.3	13	12.7	10.7	3	0.6		7.6	12
1978	-0.3	0.5	3.6	7.1	10.3	12.9	14.4	12.4	12.7	7.9	3.8	1.3		7.2	12
1979	0.5	1.6	3	7.2	9.4	13.2	13.9	12.5	9.1	4	0.5	2.5		6.4	12
1980	1.5	2.5	5	2.9	5.2	6.8	10.6	12.6	10.9	7.6	2.4	0.6		5.7	12
1981	0.9	2.3	3.7	7.5	8.6	12	11.2	11.3	10.2	8.1	1.1	0.1		6.4	12
1982	1.9	0.2	3.2	8.1	10.1	13.3	12.2	11.6	10.8	8.7	3.5	1.7		7.1	12
1983	0.3	1.9	2.4	3.8	9.7	11.8	11.6	11.6	11.2	10.3	3.9	1		6.6	12
1984	1.1	0	3.3	7.3	9.6	11.8	11.2	10.4	9.6	7.4	2.9	1.8		6.4	12
1985	0.1	2	5.1	6.9	10.1	11.5	10.5	11.4	10.5	6.9	2.7	-1.5		6.3	12
1986	0.3	-0.6	2.8	6.7	7.4	12	10.5	10.6	10.8	7.5	4.9	1.2		6.2	12
1987		0.2		4.2	7.4	11.1	12	11.7	11.6	5.6	2.6	4.8		7.1	10
1988	2.7	2.7	1.6	6.5	8.9	11.2	12	11.3	9.7	5.2	2	1.4		6.3	12
1989		2.6	8.9	6.6	8.4	11.5	11.6	12.2	9.5	5.1	3.4	-0.2		7.2	11
1990	2.4	2.5		5.6	10.1	12.5	11.9	11.2	7.5	10.3	3.2	2.5		7.2	11
1991	0.7	1.9	3.4	5.6	9.4	9.9	11	10.4	9.8	5.7	1.8	3.5		6.1	12
1992	2.8	0.3	3.1	4.3	8.5	11.1	11	10.7	9.6	7.1	1.8	2.3		6	12
1993	1	0.3	2	4.7		10.9	11.9	10.1	10.6	6.5	2.9	-0.1		5.5	11
1994	1	2.3	4.3	5.3	10.1	11.7	10	11.1				3.4		6.6	9
1995	0	3.2	3.7	3.8	9.3	11.3	11.3	11.3	10.8	9				7.4	10
1996							12.1	11.4	10.6	6.9	2.4	1		7.4	6
1997	-0.5	2.4	3.9	5	9.1	14.1	13.7	13.7	12.4	9.4	5.8	1.2		7.5	12
1998	0	1.2	4.1	7.8	9.5	16.1	14.7	14.5	12.9	11.3	6.4	3.9		8.5	12
1999	-1.1	3.3	4.4	9.6	10.4	15.1	12.7	13.4	12.5	8.3	1.6	-0.9		7.4	12
2000	1	3.4	5.2	8.6	12.6	13.9	13	12.7	12.1	10	6.4	1.2		8.3	12
2001	4.2	5	3.9	9.7	11.2	13.6	14.1	13.9	13.2	8.2	4.8	4.1		8.8	12
2002	1.4	3.7	5.9											3.7	3
2005	1.8	5.4	3.8	6.7	9.5	13.1	13.6	12.1	11.4	9.4	3.6	2.9		7.8	12
2006	0.5	3.3	5.3	8.4	10.5	12.9	11.8	11.5	12	9.4	3.5	0.7		7.5	12
2008	0.7	2.3	3.2	6.9	10.4	13.8	12.7	13.1	12.1	7.4	1.6	0.8		7.1	12
2009	1.5	1.5	5.1	6.6	11.4	13.6	13.6	13.2	12.6	9.5	4.6	4.2		8.1	12
2010	2	1.8	4.6			17.5	13.7	13.4	14.6	8.9	1.9	-0.6		7.8	10
2011	0.5	1.5	6.8	8.3	10.5	14	13.9			1.9	-0.8	1.1		5.8	10
2012		4.2	6.8	8.3		12.2	13	13.2			5.4			9	7
2013	2.3	3.6	3.6	5	6.8	7.3	7.2	9.6	10.3	7.6	5.6	3.4		6	12
2014	2	3.5	4.3	7.5	10.3	14.2	12.5	12.6	11.9	8.5	3.4	2.9		7.8	12
2015	4.6	4	6.9	9.6	11.9	13.8	12.8	13.1	12.1	9.4	9.7	3		9.2	12
2016	0.5	3.8	5.5	10.2	14	12.7	12.7	12.1	11.4	10	6.7	3.1		8.6	12
2017	1.2	3	7.1	10.6	14	15.6	14.5	14.2	12.1	9.8		2.5		9.5	11
2018	1.9	6.6	7.1	8.6	12.9	14.7	14.5	13.8	13.6	10.3	5.1	1.8		9.2	12
2019	4.2	5.7	8.4	11.4	13.6							2.2		7.6	6
2020	0.5	3.9	9.8	12.6	14.9	14.2	11.6	12.3	9.8	7.8	7.1	5.2		9.1	12
2021	2.2	5	5.9	6.5	10.4	12.2	12.5	12.2	11.9		4	1.8		7.7	11
2022	1.7	1.8	3	7.9	10.7	11.5			11.8	6.4	4.4	1.8		6.1	10
2023	0	3.6	6.7	9.1	9.9	13.3	14.7							8.2	7
2024	0.3	1.7	5.9	10.2	12.5	13.8	11.7	12.2						8.5	8
MÍNIMA	-1.1	-0.6	1.6	-0.3	5.2	6.8	7.2	9.6	7.5	1.9	-0.8	-1.5		3.7	3
MÁXIMA	4.6	6.6	11.9	12.6	14.9	17.5	14.7	14.5	14.6	11.3	10.6	5.2		9.5	12
MEDIA	1.5	2.6	4.8	7.4	10.4	12.7	12.3	12.1	11.3	8	4.1	2		7.4	10.9
DESV.ST	1.3	1.6	2.1	2.3	1.9	1.8	1.4	1.1	1.4	2	2.2	1.4		1.1	2.2

TEMPERATURA MÍNIMA EXTREMA
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1956								10	8	4	0	0		4.4	5
1957	-3	2	1	-12	5	8	10	9	7	7	0	-3		2.6	12
1958	-6	-5	1	2	9	10	8	9	8	5	4	-4		3.4	12
1959	0	2	-1	1	5	9	10	8	4	5	-4	0		3.2	12
1960	1	0	1	0	4	9	10	9	2	1	1	-1		3.1	12
1961	-0.6	-1	-0.4	-0.4	3	7	10	9	8	0	0	-0.7		2.8	12
1962	0	-2	-5	-0.2	7	6	10	10	10	2	-5	-2		2.6	12
1963	-6	-6	-3	5	7	9	10	9	8	4	-4	-9		2	12
1964	-6	-0.6	-5	5	8	10	10	8	10	2	1	0		3.5	12
1965	-0.7	0	0	3	8	11	10	10	8	0	0.1	0		4.1	12
1966	-0.3	0.2	0	3	6	10	9	9	6	1	0	0		3.7	12
1967	0.3	0	2	10	9	10	10	10	8	2	-1	-8		4.4	12
1969	-2	-2	-6	3	6	9	12	12	8	5	0.2	0.1		3.8	12
1970	-5	0.2	0.2	3	5	10	9	11	7					4.5	9
1973										10	2	-5		2.3	3
1974	-2	-4	9.5	9	10	11	10	10	10	4	-5	-7		4.6	12
1975	-7	-9	0.5	5	6	9	7	7	4	4	-1	-6		1.6	12
1976	-2	-7	0	3	5	8	6	6	6	1	-3	-2		1.8	12
1977	0	-3.5	-1	3	8	9	10	10	8	6	-2	-3		3.7	12
1978	-6	-6	-4	3	3	10	10	9	8.5	5	2	-4		2.5	12
1979	-5	-7	-2	2	4	5	12	9.5	0	-1	-6	-3.5		0.7	12
1980	-1	1	1	0	0	5	5.5	10	8	3	-2	-3.5		2.2	12
1981	-6.5	0	-1.5	4	5	8	8	8	6.5	2	-4	-4		2.1	12
1982	-0.5	-7	-3	5	4.5	10.5	10	7.5	8	5	0	-5.5		2.9	12
1983	-6	0	-0.5	0	3.5	8	7	9	8	4.5	-1	-7		2.1	12
1984	-5	-5	-3	1	3	7	9	8	4	3	-3	-4		1.2	12
1985	-9	-4	2	2	1	8	2	9	8	2	-4	-8		0.8	12
1986	-5	-6	0	3	4	10	8	8	7	-2	-4	-7		1.3	12
1987		-7		1	2	8	7	10	9	2	-3	-2		2.7	10
1988	0	0.5	-4	1	4	6	8	9	3	0	0	-2		2.1	12
1989		0.1	4	3	3	6	7	11	3	0	0	-5		2.9	11
1990	-5	1		1	3	8	9	7	-1	6	0	0		2.6	11
1991	-7	-4	0	0	5	6	8	6	4	1	-7	-4		0.7	12
1992	-1	-5	-4	-2	6	8	8	8	2	1	-4	-4		1.1	12
1993	-4	-5	-2	-2		4	10	8	5	-3	-1	-4		0.5	11
1994	-4	-6	-1	0	5	10	4	9				0		1.9	9
1995	-4	-1	0	1	4	7	9	9	9	4				3.8	10
1996							10.5	9.5	7	3	-4.5	-4.5		3.5	6
1997	-9	-4	-2	-1.5	4	8	9	10	8	1.5	1	-10.5		1.2	12
1998	-5.5	-6	0	1.5	6	14	11.5	12	10	8	2	-2		4.3	12
1999	-5	-1	-2	7	5.5	13	9.5	11	10	1	-4	-7		3.2	12
2000	-4	-5	-0.5	2	9	12	10.5	9.5	7	6	-2	-4		3.4	12
2001	-5	-1	-3	6	7	10.5	12.5	12	9.5	4	0	-4		4	12
2002	-5	-3	1											-2.3	3
2005	-3	0	-2	1	6	8	12	10	8	6	-3	-1		3.5	12
2006	-9	0	2	5	7	8	9	9	9	4	-4	-7		2.8	12
2008	-6	-2	-7	3	6	12	9	11	7	4	-4	-6		2.2	12
2009	-3	-3	-1	3	9	10	12	11	11	4	0	-5		4	12
2010	-5	-5	-3			14	9	8	13	3	-5	-6		2.3	10
2011	-4	-6.5	3	4	7	12	12			-1	-9	-4		1.4	10
2012		-1	-2	2		9	11	10			-1			4	7
2013	-3	-2	-3	2	3	6	5	7	7	3	-1	-3		1.8	12
2014	-3	-1	0	3	5	11	8	10	9	5	-8	-6		2.8	12
2015	2	-1	3	6	9	10	10	9	8	5	6	-2		5.4	12
2016	-5	1	-1	4	9	9	8	10	9	6	3	0		4.4	12
2017	-3	-2	3	6	11	13	12	11	8	4		-5		5.3	11
2018	-3	2	3	-2	9	11	11	11	8	8	-6	-3		4.1	12
2019	-2	1	6	8	12							-2		3.8	6
2020	-4	-2	2	8	12	12	1	8	8	6	6	-2		4.6	12
2021	-4	-2	4	0.4	2	7.4	9.6	7.1	7.5		0.7	-5.2		2.5	11
2022	-2.3	-6.1	-1.1	3.7	7.6	9.2			8.2	1.9	-1.3	-5.2		1.5	10
2023	-4.7	-4.6	2.2	6.1	6.8	9	12.7							3.9	7
2024	-2.8	-2.8	2.3	5.6	9.7	10.2	8.6	12.2						5.4	8
MÍNIMA	-9	-9	-7	-12	0	4	1	6	-1	-3	-9	-10.5		-2.3	3
MÁXIMA	2	2	9.5	10	12	14	12.7	12.2	13	10	6	0.1		5.4	12
MEDIA	-3.6	-2.6	-0.3	2.6	6	9.1	9.1	9.3	7.2	3.2	-1.6	-3.7		2.8	10.9
DESV.ST	2.6	2.8	2.9	3.3	2.7	2.2	2.3	1.5	2.7	2.6	3.1	2.6		1.4	2.2

TEMPERATURA MEDIA MENSUAL
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1956								16.9	17.4	15.8	12	10.3		14.5	5
1957	12	11.2	10.3	8.2	15.3	18.2	18.1	17.8	16.8	15.5	12.6	8.8		13.7	12
1958	7.8	9.2	12.5	15.5	17.4	19.2	18.1	18.9	17.2	14.1	13.6	10.3		14.5	12
1959	9.7	11.9	12.3	15.9	17.5	19.6	18.5	18.6	17.4	16.4	14.2	10.4		15.2	12
1960	10.3	10.4	12.6	14.4	17.1	20	18.4	18	15.6	15.9	13.8	10.2		14.7	12
1961	9.2	9.2	11.9	16	19.2	18.8	17.9	17.8	17.7	14.9	13.7	10.9		14.8	12
1962	9.2	11.3	12.8	14.4	19.1	19.4	19.1	19.2	17.8	16.9	11.9	9.7		15.1	12
1963	10.7	9.9	14.7	18.9	19.4	19.8	19	19.2	17.9	14.2	12	8.9		15.4	12
1964	8.4	11.1	13.2	17.2	18.5	19.2	19.4	18.6	17.4	12.7	12.9	10.1		14.9	12
1965	9.2	9.6	13.6	16	19	18.2	16.8	17	17.2	12.4	12.8	9.8		14.3	12
1966	8.2	8.8	12.1	15.4	18.1	19.2	18.6	17.7	17.7	14.4	12	9.9		14.3	12
1967	8	11.7	17	18.5	19.4	20	17.9	16.8	15.6	13.3	12.3	9.8		15	12
1969	11.4	13.1	13.4	17.9	19.7	22	20.8	20.3	19.1	17.8	15.8	11.5		16.9	12
1970	10.2	11.8	13.6	18.6	19.3	20.8	21.4	20	17.4					17	9
1973										18	18.6	12.6		16.4	3
1974	14.2	14.4	19.9	20.6	23.3	24	20.7	21.1	20.2	16.6	13.6	11.3		18.3	12
1975	11.2	12.8	17	20.8	20.1	22.4	20.9	21.4	19.8	17.2	15.5	12		17.6	12
1976	12.8	12.8	15.2	17.8	20.8	21	18	18.6	18.9	15.1	10.8	10.5		16	12
1977	11.8	13.2	15.9	16.3	22.6	20.8	20.7	21.6	21.2	20.4	13.7	13.1		17.6	12
1978	11.5	12.3	16.1	18.8	23.4	23.5	23.1	21.7	19.3	17	14.2	12.1		17.8	12
1979	11.3	12.2	15.7	20.6	22.2	22.4	23.1	20.2	17.6	16.3	12.4	11.3		17.1	12
1980	14.4	15.4	16.1	17.7	20.3	21.8	21	22.1	21.2	17.2	14.8	10.2		17.7	12
1981	10.6	11.8	15.4	16.9	19.1	20.8	19.5	19.6	18.2	17.4	13.5	10.6		16.1	12
1982	12.6	12.5	15.1	19.2	20.1	22.6	20	19.4	18.9	16.7	12.7	11		16.7	12
1983	8	11.3	12.9	16	19.8	20.9	19.4	18.4	18.1	17.6	13.4	11.7		15.6	12
1984	9.9	9.7	14.6	18.4	19.6	20.2	16.9	17.8	16.8	15.9	13.2	11.7		15.4	12
1985	8.5	11.8	14.8	16.2	20.1	19.7	17.7	19	18.4	15.5	13.2	9.3		15.3	12
1986	10.4	10.8	13.1	17.2	17.6	18.6	17.4	18.6	17.9	14.9	13.9	10.2		15.1	12
1987		10.2		14.9	17.1	19.6	18.6	19.1	18.4	14.3	12.2	12.6		15.7	10
1988	10.6	12.7	12.6	16.5	19.1	18.7	17.9	17.5	16.9	14.7	12.6	11.9		15.1	12
1989		12.1	19.2	16.6	18.9	20.2	19.3	18.1	16.6	15.1	12.9	7.2		16	11
1990	11	12.5		15.3	19.2	20	17.8	17.4	15.2	16.9	12.7	12		15.5	11
1991	10.5	11.9	15.1	16.6	19.9	19	16.6	17.9	16	13.7	11.3	10.9		14.9	12
1992	8.8	9.4	12.9	14.6	17.1	19.9	18.4	18.5	17.1	14.6	11.2	11.3		14.5	12
1993	10.6	11.7	12.3	14.8		19.3	19.2	17.6	17.2	15.8	12.8	11		14.8	11
1994	10.2	13.2	14.5	15.8	20	19.7	18.1	18.1				13.2		15.9	9
1995	10.2	12.5	14	15.6	19.9	20.1	18.5	17.5	20.2	17.4				16.6	10
1996							20	18.2	17.1	14	11.2	10.7		15.2	6
1997	9.1	11.8	13.1	13.7	18	21.9	20.9	21.4	19.9	17.5	15.2	11.5		16.2	12
1998	11.1	11.9	15.3	18.9	21.3	24.2	22	20.5	18.9	18.6	15.4	13.4		17.6	12
1999	10.8	14.3	15.8	20	21	22	19.6	20.9	19.8	16.8	12.4	10.4		17	12
2000	12.1	14.4	16.2	19.3	21.5	19.8	21	19.4	19.9	17.9	15.6	12		17.4	12
2001	12.5	14.6	14.7	20.4	20.1	21.3	22.4	21	19.5	17.1	13.6	12.9		17.5	12
2002	12	12.8	16.4											13.7	3
2005	12.1	13.4	13.8	18.2	20.4	23	21.6	19.2	19.4	17.8	14	12.8		17.1	12
2006	11	14.2	16.6	19.6	21	21.6	21.2	21	18.9	18.4	13.1	10.4		17.2	12
2008	11.5	13.6	14.2	18.4	20.7	22.9	20.3	20.3	17.6	15.3	12.4	12.4		16.6	12
2009	12	13.2	16.4	17.6	21.6	21.8	21.9	21.4	19.5	17.7	13.6	12.6		17.4	12
2010	11	9.5	14.9			24	20.6	20.4	19.9	16.9	12.1	10.4		16	10
2011	10.9	12.9	17.1	19.4	21	22.4	20.8			13.5	11.2	12		16.1	10
2012		12.8	16.6	18.4		21	20	20.8			14.8			17.8	7
2013	10.8	13.6	13.8	15.3	16.7	17.1	16.6	18	17	16.1	13.6	13		15.1	12
2014	10.5	14.5	15	17.4	19.8	21.6	19.6	20.1	17.9	16.1	11.8	11.3		16.3	12
2015	12.6	12.4	14.4	17.3	20	19.9	19.3	20.1	18.8	16.6	17	12.2		16.7	12
2016	10.4	13.6	14.9	18.6	21.1	20	20.2	20	19.2	17.8	14.2	12.2		16.9	12
2017	10.8	13.9	17	19.6	22.1	23.3	21.1	20.9	18.5	17.4		11.9		17.9	11
2018	11.8	15.1	17.9	19	21.9	22.1	21.7	21	19.4	17.6	14.3	11.5		17.8	12
2019	13.8	15.8	18.4	20.3	21.9							12		17	6
2020	10.6	13.6	18.8	21.1	23	22.1	20.1	20.5	18.3	16.2	15.2	13.6		17.8	12
2021	11.7	13.9	14.6	18.6	20.6	20.3	19	19.5	19		14.9	14.1		16.9	11
2022	13.4	13.5	16.1	19.8	22	21.4			19.6	16.3	15.6	14.1		17.2	10
2023	12.8	15.4	18.7	20.1	20.6	24.1	23.2							19.3	7
2024	10	11.5	16.1	20.8	23.1	22.5	20.2	20.8						18.1	8
MÍNIMA	7.8	8.8	10.3	8.2	15.3	17.1	16.6	16.8	15.2	12.4	10.8	7.2		13.7	3
MÁXIMA	14.4	15.8	19.9	21.1	23.4	24.2	23.2	22.1	21.2	20.4	18.6	14.1		19.3	12
MEDIA	10.9	12.4	15	17.5	20	20.9	19.7	19.4	18.3	16.1	13.5	11.3		16.2	10.9
DESV.ST	1.5	1.7	2	2.3	1.8	1.7	1.7	1.4	1.4	1.6	1.5	1.4		1.3	2.2
