COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

ESTADÍSTICA MENSUAL
EMISIÓN   : 13/09/2024 

DATOS DISPONIBLES EN LA BASE DE DATOS A: SEPTIEMBRE DE 2024; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 32004 
 NOMBRE    : CAMACHO (SMN) 
 ESTADO    : ZACATECAS 
 MUNICIPIO : MAZAPIL 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 24.44388889 ° 
 LONGITUD  : -102.3736111 ° 
 ALTITUD   : 1665 msnm 


LLUVIA MÁXIMA 24 H.
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
MÁXIMA	7.8	11.2	11.5	13.2	18.4	20.1	16.5	16.2	15	13.7	9.6	9.6		12.3	12
MEDIA	2.3	4.1	6.2	9.5	12.8	14.9	14.6	14.2	13.4	10.1	6.2	3.2		9	10.4
DESV.ST	2.3	2.1	1.9	2.3	1.5	1.3	1	1.2	1.1	1.5	2	2.1		1.4	2.6

TEMPERATURA MÍNIMA EXTREMA
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1940	-2	0	2	6	7	11	10	11	9	3	-8	0		4.1	12
1962											1	2		1.5	2
1963	-3	0	1	8	8	8	10	7	9	8	5	1		5.2	12
1964	-8	-9	1	5	7	8	8	8	10	5	2	-1		3	12
1965	-5	-3	-4	8	9	13	10	10	13	1	3	-5		4.2	12
1966	-4	-1	3	4	6	8	10	11	10	3	-1	-7		3.5	12
1967	-8	-5	2	8	10	10	10	9	11	2	2	-9		3.5	12
1968	-5	-2	-3	6	10	12	13	12	12	5	1	-5		4.7	12
1969	0	2	-9	4	8	5	14	14	9	8	-1	-6		4	12
1970	-2	0	2	6	7	11	10	12	9	3	-8	0		4.2	12
1971	0	-4	-2	7	5	11	4	13	13	10	2	0		4.9	12
1972	0	1	1	1	2									1	5
1991									8	5		2		5	3
1992	1	2	1	2					5	3	4			2.6	7
1993						8	13	7	10	5	3	-5		5.9	7
1994	4	-8	-6	7	10		14	12	10	5	5	5		5.3	11
1995	4	5	6	7	12	15	13	13	12	5	3	-6		7.4	12
1996	-8	2	1	2	11	12	13	11	10	4	-5	-5		4	12
1997	-5	-3	-4	0	9	10	12	9	10	6	4	-8		3.3	12
1998	-4		2	3	9	11	10		11	7	5	-3		5.1	10
1999	-4	1	2	5	7	13	11	10	6	1	-2	-7		3.6	12
2000	-2	-1	0	0	10	6.5	11	11	6	5	-3	-5		3.2	12
2001	-5	-5	-3	6	9	11	12	12	7.5	0.5	-2.5	-7		3	12
2002	-8	-1	0	6	10	12	12	11	9	7	3	-3		4.8	12
2003	-3	1	1	1	10	12	11	10	10	3	2	-7		4.2	12
2005	-4	1	1	3	5	11	11	11	10	6	-4	0		4.2	12
2006	-10		1	5	9	11	10	11	9	5	-1	-4		4.2	11
2008	-4	0	1	5	9	11	10	11	7		-4	-4		3.8	11
2009	-3	1	1	6						2	2	-1		1.1	7
2010	-2	0	0	3	6	13	12	7	7	6	5	3		5	12
2011	0	-3	5					9	6	4	-10			1.6	7
2012	-4	-3	-4	6	8	13	11	12	7	4	2	-3		4.1	12
2013	-11	-4	0	4	5	13	12	12	10	5	0.1	-3		3.6	12
2014	-7	-2	-3	1	3	12	12	12	9	5	-10			2.9	11
2015	-1	-1	-2	7	7	11	11	10	8	3	0	-10		3.6	12
2016	-8	-7	-6	1	6	5	12	11	9		1	-4		1.8	11
2017	-5	-5		0	9	12	10	12	7	2	-1	-10		2.8	11
2018	-7	2	5	6	11	14		13	13	7	-16	-3		4.1	11
2019	0	0	3	6	7	1	13							4.3	7
2020	-6	-5	0	1	3	13	15			3	2	-5		2.1	10
2021	0	0	3	5	5	10	10	12			1	0		4.6	10
2022	0	0	0	4	7	9	14	14	7	1				5.6	10
MÍNIMA	-11	-9	-9	0	2	1	4	7	5	0.5	-16	-10		1	2
MÁXIMA	4	5	6	8	12	15	15	14	13	10	5	5		7.4	12
MEDIA	-3.6	-1.5	0	4.3	7.7	10.5	11.3	10.9	9.1	4.4	-0.5	-3.4		3.8	10.4
DESV.ST	3.5	3.1	3.2	2.5	2.4	2.9	2	1.8	2.1	2.2	4.8	3.7		1.3	2.6

TEMPERATURA MEDIA MENSUAL
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1940	11.9	13.7	16.5	21.4	22.5	23.4	22.9	24	22.3	19.9	15	15.3		19.1	12
1962											14.3	13.5		13.9	2
1963	12	13.3	17	22.7	18.9	21.9	22.8	21.6	20.9	19.1	18.4	13.8		18.5	12
1964	10.9	12.2	16.7	21.9	19.2	22	21.1	23.7	23.2	20.1	17.6	14.6		18.6	12
1965	13.3	13.4	17	21.4	23	25.8	23.6	23.6	23.6	18.7	18.2	14		19.6	12
1966	12.4	12.5	17.9	20.2	22.6	24.6	24.9	23.6	23.1	20.9	15.6	11		19.1	12
1967	10.2	14.6	18.5	23	23.7	25	24.1	23.4	21.8	18.7	16	13.8		19.4	12
1968	15.1	14.7	16.2	21	23	25.5	24.1	23.8	21.7	21.2	17.5	14		19.8	12
1969	14.4	17	16.9	22.4	23	25.6	25.2	25	23.2	21.9	17.5	11.8		20.3	12
1970	12.1	13.7	16.5	21.2	22.5	23.2	23	24.1	22.5	19.9	15.2	15.3		19.1	12
1971	14.4	14.4	18.2	20.8	24	23.8	23.4	21.4	22	21.5	18	15.6		19.8	12
1972	13.7	15.2	18.3	22.2	24.1									18.7	5
1991									16.9	19		11.9		15.9	3
1992	11.9	12.1	12.4	12.1					21.7	17.9	16.2			14.9	7
1993						21.8	24.5	23.1	21.7	20.5	16.4	13.1		20.2	7
1994	14.5	15.2	17.4	20.2	24.3		24.5	22	19.6	17.2	16.1	15.9		18.8	11
1995	14.8	18.2	19.6	21.9	26.6	27.3	24	24.8	22.9	19	16.6	13		20.7	12
1996	11.8	16.6	15.9	18.8	25	24.1	24.4	23.5	23	18	15.1	11.6		19	12
1997	10	14.4	16.1	18	21.6	24.2	22.9	22.8	21.6	18.2	16	10.7		18	12
1998	11		15	19.7	23.6	23.5	23.4		20.6	20	16.2	13.2		18.6	10
1999	10.7	15	15.8	20.4	21	23.4	22	22.6	21.4	17	12.6	9.7		17.6	12
2000	11.7	12.7	14.4	15.5	21.2	20.6	22.3	20.8	20.8	17.4	14.5	10.8		16.9	12
2001	10.7	13.1	13.7	21	20.8	22	22.5	21.8	20.1	16.9	13.3	11.2		17.3	12
2002	10.3	11.9	16.5	20.6	22.7	22.2	21.8	21.4	20	18.7	15.1	11.2		17.7	12
2003	11.8	12.7	14.8	15.4	23.3	23.2	20.1	19.2	19.3	16.9	15.2	9.2		16.8	12
2005	11.4	11.4	12.9	16.4	19.9	22.7	21.6	20.8	20.5	18.2	13.6	11.7		16.8	12
2006	9.5		15.3	18	20.1	21.5	18.5	20.5	18.6	17.8	12.9	10.9		16.7	11
2008	10.8	13.1	13.8	19	20.4	22	19.2	19.4	18.1		13.9	11.4		16.5	11
2009	11.6	13.3	15.9	17.8						16.3	12.3	10.1		13.9	7
2010	8.9	10.1	13	15.2	21.9	22.6	17.6	16.8	20	15.5	14.6	8.3		15.4	12
2011	7.7	8.1	10.3					17.2	19	17.9	13.3			13.4	7
2012	9.2	10.9	15.8	19.1	21.1	22.6	21.4	21	19.6	17.6	14.2	11.4		17	12
2013	10.2	12.9	14.4	19.6	21.8	24.2	21.9	21.9	20	19.4	13.8	10.8		17.6	12
2014	8.2	14.3	15.6	19.4	20.7	23	22.6	22.5	19.9	18.4	11.2			17.8	11
2015	9.2	12.4	12.9	18.4	21.6	22.6	22.7	22.6	21.6	18.1	16.9	10.7		17.5	12
2016	7.5	12.6	14.6	19.3	22.7	22.7	24	22.2	21.4		14.2	13.2		17.7	11
2017	11.2	12.1		20	23.5	25.6	22.4	22.8	20.7	19.1	15.4	9.5		18.4	11
2018	11.5	15.8	19.6	21.1	24.9	23.7		24.6	20.8	17.9	13.3	10.4		18.5	11
2019	11.8	15.2	18.1	21.2	23.3	23.4	23.6							19.5	7
2020	11.6	13.4	18.8	21.9	23	25	24.5			18.5	16.3	10.8		18.4	10
2021	9.8	13.6	17.6	21	22.9	23.2	23.1	22.9			15.3	13.8		18.3	10
2022	11.4	12.5	15.8	21	24.2	24.6	24.8	23.5	20.6	16.3				19.5	10
MÍNIMA	7.5	8.1	10.3	12.1	18.9	20.6	17.6	16.8	16.9	15.5	11.2	8.3		13.4	2
MÁXIMA	15.1	18.2	19.6	23	26.6	27.3	25.2	25	23.6	21.9	18.4	15.9		20.7	12
MEDIA	11.3	13.5	15.9	19.7	22.5	23.5	22.7	22.2	21	18.6	15.2	12.1		17.9	10.4
DESV.ST	1.9	1.9	2.1	2.4	1.7	1.5	1.8	1.9	1.5	1.5	1.7	1.9		1.8	2.6
