COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 13/09/2024 

DATOS DISPONIBLES EN LA BASE DE DATOS A: SEPTIEMBRE DE 2024; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 32059 
 NOMBRE    : VILLA DE COS (SMN) 
 ESTADO    : ZACATECAS 
 MUNICIPIO : VILLA DE COS 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 23.28888889 ° 
 LONGITUD  : -102.3441667 ° 
 ALTITUD   : 1999 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1990-03-08	0	3.4	28.5	12
1990-03-09	0	6.73	27	10
1990-03-10	0	6.39	25.5	7.5
1990-03-11	0	3.72	26	10.5
1990-03-12	0	6.45	24.5	10
1990-03-13	0	4.23	25	9.5
1990-03-14	0	4.22	26	7.5
1990-03-15	0	5.31	29	10
1990-03-16	0	8.35	27.5	7.5
1990-03-17	0	4.62	27	3.5
1990-03-18	0	8.84	28.5	6.5
1990-03-19	0	6.23	29	5.5
1990-03-20	0	5.34	28	10
1990-03-21	0	6.2	27	9.5
1990-03-22	0	6.85	30	5.5
1990-03-23	0	6.64	30	7.5
1990-03-24	0	6.5	29	7
1990-03-25	0	4.44	29	7.5
1990-03-26	0	8.69	29.5	7
1990-03-27	0	7.9	28.5	7.5
1990-03-28	0	8.8	27.5	9.5
1990-03-29	0	11.33	26	10
1990-03-30	0	5.75	27	8.5
1990-03-31	0	7.61	28	8.5
1990-04-01	0	15.99	27	7
1990-04-02	0	6.83	28	7
1990-04-03	0	8.33	31.5	7.5
1990-04-04	0	7.31	31	15
1990-04-05	0	9.25	30	15
1990-04-06	0	1.62	31.5	5.5
1990-04-07	0	5.03	32	9.5
1990-04-08	0	4.27	31	10
1990-04-09	0	3.72	31.5	7.5
1990-04-10	0	5.93	31.5	7.5
1990-04-11	0	5.75	31	10
1990-04-12	0	7.51	31.5	10
1990-04-13	0	8.45	31	10
1990-04-14	0	6.85	31.5	10
1990-04-15	0	7.04	32	10.5
1990-04-16	0	7.97	31.5	10
1990-04-17	0	6.11	32	7
1990-04-18	0	9.02	32	10
1990-04-19	0	14.98	31.5	12.5
1990-04-20	0	7.15	32	11
1990-04-21	0	9.6	31	10
1990-04-22	0	6.5	32.5	10
1990-04-23	1.5	9.54	26.5	10
1990-04-24	0	3.79	29	5.5
1990-04-25	0	11.48	29	7.5
1990-04-26	0	10.18	27	10.5
1990-04-27	0	8.95	31	5.5
1990-04-28	0	8.84	31.5	7.5
1990-04-29	0	6.03	31	7
1990-04-30	0	7.3	31.5	8
1990-05-01	0	7.68	32	9
1990-05-02	0	11.84	33	7.5
1990-05-03	0	5.38	33	15
1990-05-04	0	5.53	31.5	15
1990-05-05	0	5.25	30	11
1990-05-06	13	13.36	33	10.5
1990-05-07	19	3.82	19	14
1990-05-08	0	4.73	26	7.5
1990-05-09	0	7.72	27.5	8.5
1990-05-10	0	9.6	31.5	10
1990-05-11	0	3.82	31.5	14
1990-05-12	0	3.74	31.5	13
1990-05-13	22.5	6.05	33	14.5
1990-05-14	0	7.26	30	13.5
1990-05-15	0	7.44	34	17.5
1990-05-16	0	5.9	33.5	15
1990-05-17	0	9.08	31	16
1990-05-18	0	4.65	33.5	15
1990-05-19	0	10.21	31	15
1990-05-20	0	9.42	32.5	15
1990-05-21	0	7.96	33	12
1990-05-22	0	7.95	31.5	15.5
1990-05-23	0	9.81	31.5	12
1990-05-24	0	3.38	34	12
1990-05-25	0	7.24	34.5	13.5
1990-05-26	0	7.5	35	14.5
1990-05-27	0	8.41	37	15.5
1990-05-28	0	12.28	36	14
1990-05-29	0	8.84	35.5	15.5
1990-05-30	0	9.83	35	15
1990-05-31	0	9.4	34	11.5
1990-06-01	0	5.82	33	15
1990-06-02	0	2.19	33	17
1990-06-03	0	5.03	33	16.5
1990-06-04	0	6.05	33.5	13
1990-06-05	0	11.05	31	16
1990-06-06	0	5.27	31	14
1990-06-07	0	5.25	33	16.5
1990-06-08	0	9.11	31.5	17
1990-06-09	0	7.67	32.5	16.5
1990-06-10	1.5	8	33	17
1990-06-11	0	8.22	30	14
1990-06-12	6	17	30	16.5
1990-06-13	11.5	5.36	30	15
1990-06-14	9.5	5.4	27	17
1990-06-15	6.5	8.72	26	15
1990-06-16	0	4.02	28	14.5
1990-06-17	0	4.44	28.5	15.5
1990-06-18	0	5.48	29	16
1990-06-19	0	8.09	31	16
1990-06-20	0	6.5	31	16
1990-06-21	0	6.15	30	16.5
1990-06-22	0	8.32	31	15.5
1990-06-23	0	8.97	31.5	16
1990-06-24	0	5.75	31	16
1990-06-25	0	11.62	30	16
1990-06-26	0	11.37	31.5	16.5
1990-06-27	0	9.29	31	16.5
1990-06-28	0	6.49	30	16.5
1990-06-29	0	6.85	29.5	13
1990-06-30	0	6.2	29.5	14
1990-07-01	0	4.97	28.5	15
1990-07-02	0	2.13	28	15
1990-07-03	0	2.92	27	15.5
1990-07-04	0	8.5	25	17
1990-07-05	0	5.65	27	15
1990-07-06	0	7.28	29.5	14.5
1990-07-07	0	6.51	28	13.5
1990-07-08	8	10.8	28	15
1990-07-09	0	3.59	24	13
1990-07-10	0	4.93	27	12
1990-07-11	0	5.04	27	14.5
1990-07-12	0	2.57	28.5	15
1990-07-13	11	7.55	29.5	16
1990-07-14	1	2.52	29.5	14
1990-07-15	0	2.28	29	15.5
1990-07-16	10.5	4.63	27.5	16
1990-07-17	0.5	2.27	23.5	16
1990-07-18	0	6.45	27	14
1990-07-19	0	8.18	25	14
1990-07-20	0	3.89	27.5	14
1990-07-21	0	4.48	28	13.5
1990-07-22	0	5.52	29.5	14.5
1990-07-23	12.5	6.35	29.5	13
1990-07-24	3	5.45	25.5	15
1990-07-25	1	5.71	26	15.5
1990-07-26	0	7.08	26.5	12
1990-07-27	0	8.31	27	14
1990-07-28	0	4.09	26.5	15
1990-07-29	0	6.05	28.5	15
1990-07-30	9	6.16	28	14.5
1990-07-31	14	7.35	27.5	16.5
1990-08-01	20	4.9	25.5	15.5
1990-08-02	1.5	4.75	26	15
1990-08-03	17	11.91	27.5	15
1990-08-04	5	9.98	25.5	15
1990-08-05	3	6.05	26	15
1990-08-06	2.5	5.26	27	13.5
1990-08-07	0	1.42	26.5	13.5
1990-08-08	2	1.49	27	14.5
1990-08-09	0	1.94	25	15.5
1990-08-10	0	2.31	25.5	13
1990-08-11	0	1.07	26	14
1990-08-12	4.5	7.09	27	14.5
1990-08-13	80.5	5.61	26.5	9
1990-08-14	1	3.11	26	15
1990-08-15	1.5	3.5	23	15
1990-08-16	0	10.01	24.5	15
1990-08-17	0	6.22	25	15
1990-08-18	0	6.09	25.5	14
1990-08-19	0	5.09	24.5	15
1990-08-20	0	6.95	25.5	14
1990-08-21	0	8.07	28	14.5
1990-08-22	0	6.95	24	14
1990-08-23	0	6.95	26.5	14
1990-08-24	0	3.35	27	13
1990-08-25	0	4.81	26.5	14
1990-08-26	0	9.8	30	15
1990-08-27	0	3.98	29.5	12
1990-08-28	0	4.5	26.5	13.5
1990-08-29	0	4.58	27	14
1990-08-30	0	3.1	30.5	13.5
1990-08-31	0	1.84	28.5	13.5
1990-09-01	0	4.85	27.5	14
1990-09-02	21	10.23	28	14
1990-09-03	0	10.46	26	12
1990-09-04	3.5	5.44	25	14
1990-09-05	0.5	1.36	26	12
1990-09-06	0	5.34	27	12
1990-09-07	0	5.15	26.5	12
1990-09-08	18.5	4.5	25	12
1990-09-09	0	4.59	28	14
1990-09-10	18	5.48	24.5	13
1990-09-11	6.5	9.46	24.5	14
1990-09-12	5.5	9.18	24	13
1990-09-13	0	4.62	21	12.5
1990-09-14	0	2.28	26	11
1990-09-15	0	3.36	25	14
1990-09-16	0	3.51	26	15
1990-09-17	0	2.22	27	13
1990-09-18	4	6.37	27	12.5
1990-09-19	2	2.43	24	13
1990-09-20	1.5	2.26	24	14
1990-09-21	0	3.6	25	14
1990-09-22	0	2.73	25.5	12.5
1990-09-23	0	2.9	26	13
1990-09-24	0	4.57	26	13
1990-09-25	1.5	8.15	27	12
1990-09-26	0	9.72	27.5	12
1990-09-27	0	3.62	27	12
1990-09-28	0	1.68	26	12.5
1990-09-29	0	2.48	25.5	14
1990-09-30	0	4.91	25.5	12
1990-10-01	0	3.74	27	10
1990-10-02	0	4.16	27.5	10
1990-10-03	20	10.29	28	12.5
1990-10-04	0	6.8	27	12.5
1990-10-05	0	2.67	24	12
1990-10-06	0	5.1	30	13.5
1990-10-07	0	4.3	23	12
1990-10-08	0	4.68	31	10.5
1990-10-09	18	6.16	28	10.5
1990-10-10	0	6.03	20	14
1990-10-11	0	1.54	25	10
1990-10-12	6.5	7.97	26.5	9.5
1990-10-13	0	2.12	27	9.5
1990-10-14	6.5	3.12	27	10.5
1990-10-15	0	3.31	27	8
1990-10-16	0	2.85	26	12.5
1990-10-17	0	5.78	28	10
1990-10-18	0	3.02	25	10
1990-10-19	0	2.18	24.5	15
1990-10-20	0	2.15	22	14
1990-10-21	10	3.93	28	10
1990-10-22	0	3.33	23.5	9
1990-10-23	11.5	3.37	26	13
1990-10-24	0	2.12	25	14
1990-10-25	0	3.84	22	14
1990-10-26	0	3.45	23.5	7
1990-10-27	0	4.36	22.5	7
1990-10-28	0	4.03	26	5.5
1990-10-29	0	3.1	21	2
1990-10-30	0	2.29	21	0
1990-10-31	0	3.47	21.5	2
1990-11-01	0	2.23	22	0
1990-11-02	0	2.74	23.5	3.5
1990-11-03	0	3.4	21	3
1990-11-04	0	6.16	27	2
1990-11-05	0	4.18	26	2
1990-11-06	0	3.1	28	2
1990-11-07	0	3.69	28	4.5
1990-11-08	0	8.27	26	9
1990-11-09	0	4.25	26.5	2
1990-11-10	0	2.42	24.5	3
1990-11-11	0	4.55	25	5.5
1990-11-12	0	3.83	20	4
1990-11-13	0	3.22	21.5	0
1990-11-14	0	3.17	22	2
1990-11-15	0	NULO	NULO	NULO
1990-11-16	NULO	NULO	NULO	NULO
1990-11-17	NULO	NULO	NULO	NULO
1990-11-18	NULO	NULO	NULO	NULO
1990-11-19	NULO	NULO	NULO	NULO
1990-11-20	NULO	NULO	NULO	NULO
1990-11-21	NULO	NULO	NULO	NULO
1990-11-22	NULO	NULO	NULO	NULO
1990-11-23	NULO	NULO	NULO	NULO
1990-11-24	NULO	NULO	NULO	NULO
1990-11-25	NULO	NULO	NULO	NULO
1990-11-26	NULO	NULO	NULO	NULO
1990-11-27	NULO	NULO	NULO	NULO
1990-11-28	NULO	NULO	NULO	NULO
1990-11-29	NULO	NULO	NULO	NULO
1990-11-30	NULO	NULO	NULO	NULO
1990-12-01	NULO	NULO	NULO	NULO
1990-12-02	NULO	NULO	NULO	NULO
1990-12-03	NULO	NULO	NULO	NULO
1990-12-04	NULO	NULO	NULO	NULO
1990-12-05	NULO	NULO	NULO	NULO
1990-12-06	NULO	NULO	NULO	NULO
1990-12-07	NULO	NULO	NULO	NULO
1990-12-08	NULO	NULO	NULO	NULO
1990-12-09	NULO	NULO	NULO	NULO
1990-12-10	NULO	NULO	NULO	NULO
1990-12-11	NULO	NULO	NULO	NULO
1990-12-12	NULO	NULO	NULO	NULO
1990-12-13	NULO	NULO	NULO	NULO
1990-12-14	NULO	NULO	NULO	NULO
1990-12-15	NULO	NULO	NULO	NULO
1990-12-16	NULO	NULO	NULO	NULO
1990-12-17	NULO	NULO	NULO	NULO
1990-12-18	0	3.44	19.5	2
1990-12-19	0	3.09	21	-2
1990-12-20	0	5.14	21.5	-2
1990-12-21	0	3.5	22.5	3
1990-12-22	0	4.55	23	-2
1990-12-23	0	2.11	20	5.5
1990-12-24	0	9.43	19.5	-2
1990-12-25	0	8.81	21	-3
1990-12-26	0	3.45	21.5	-2
1990-12-27	0	3.95	20	5.5
1990-12-28	0	3.45	21	2
1990-12-29	0	5.63	18	5.5
1990-12-30	0	4.82	18.5	-2
1990-12-31	0	NULO	NULO	NULO
1991-01-01	0	2.11	20	-2
1991-01-02	0	2.1	23.5	3.5
1991-01-03	0	6.33	24.5	-5
1991-01-04	0	2.31	22.5	7
1991-01-05	0	6.12	21	-5
1991-01-06	0	3.43	23	-4
1991-01-07	0	6.35	21	-5
1991-01-08	0.5	1.33	22	-4
1991-01-09	0	3.22	21.5	2
1991-01-10	0	2.74	22	4
1991-01-11	0	2.54	21.5	0
1991-01-12	0	6.77	21	4
1991-01-13	0	1.83	22	2
1991-01-14	0	6.28	21	1
1991-01-15	0	4.83	20	1
1991-01-16	0	4.45	22.5	1
1991-01-17	0	2.63	21	-1
1991-01-18	0	1.68	21.5	2
1991-01-19	0	3.13	22	3
1991-01-20	0	3.3	21	5.5
1991-01-21	0	1.87	23	3
1991-01-22	0	5.62	23	2
1991-01-23	0	1.49	21	1
1991-01-24	0	5.7	16	2
1991-01-25	0	5.43	21	-2
1991-01-26	0	4.33	21	2.5
1991-01-27	0	3.26	22	2
1991-01-28	0	2.93	18	1
1991-01-29	0	2.23	20	7.5
1991-01-30	0	6.72	18	2.5
1991-01-31	0	4.86	20.5	2
1991-02-01	0	4.54	19.5	3.5
1991-02-02	0	3.81	19	-2
1991-02-03	20	3.82	23	0
1991-02-04	0	6.19	23.5	1
1991-02-05	0	2.61	19	2
1991-02-06	0	0.71	21	1
1991-02-07	0	2.66	16	-5
1991-02-08	0	3.77	16.5	-5
1991-02-09	0	3.34	21.5	-2
1991-02-10	0	1.54	24.5	5.5
1991-02-11	0	2.03	25.5	3.5
1991-02-12	0	3.96	27	5
1991-02-13	0	4.04	21	-2
1991-02-14	0	3.81	20.5	0
1991-02-15	0	3.28	19.5	2
1991-02-16	0	5.44	23	2
1991-02-17	0	8	27	2.5
1991-02-18	0	9.24	22.5	5.5
1991-02-19	0	7.05	23	2.5
1991-02-20	0	8.25	23	0
1991-02-21	0	5.05	19	2
1991-02-22	0	6.28	23	2
1991-02-23	0	13.35	23	3
1991-02-24	0	3.25	25	5
1991-02-25	0	3.51	24.5	5.5
1991-02-26	0	6.46	23	5
1991-02-27	0	8.23	24.5	5
1991-02-28	0	7.8	24.5	2
1991-03-01	0	7.73	23.5	5.5
1991-03-02	0	9.45	24	5
1991-03-03	0	10.74	27	5.5
1991-03-04	0	4.73	27	3.5
1991-03-05	0	6.54	32	6.5
1991-03-06	0	7.77	30	2.5
1991-03-07	0	6.38	29.5	5
1991-03-08	0	4.73	30.5	5.5
1991-03-09	0	5.87	29	5.5
1991-03-10	0	14.69	27.5	5
1991-03-11	0	2.58	27	5
1991-03-12	0	5.93	33	5
1991-03-13	0	11.87	29.5	5.5
1991-03-14	0	7.64	30.5	5.5
1991-03-15	0	6.32	30	5.5
1991-03-16	0	7.34	30.5	5
1991-03-17	0	8.82	30	5.5
1991-03-18	0	6.86	31	5
1991-03-19	0	7.61	31	5.5
1991-03-20	0	6.66	29.5	6
1991-03-21	0	9.36	29.5	8.5
1991-03-22	0	7.28	30	5.5
1991-03-23	0	7.53	30	5
1991-03-24	0	5.21	31	8
1991-03-25	0	9.87	31	5.5
1991-03-26	0	9.73	30	5.5
1991-03-27	0	7.92	31	5.5
1991-03-28	0	4.88	30.5	5
1991-03-29	0	6.16	31	5.5
1991-03-30	0	8.32	30	5.5
1991-03-31	0	4.13	29.5	5
1991-04-01	0	6.24	29.5	5.5
1991-04-02	0	5.75	31	11
1991-04-03	0	9.35	31.5	5.5
1991-04-04	0	11.29	32	5
1991-04-05	0	6.98	31.5	5.5
1991-04-06	0	7.4	31	5
1991-04-07	0	5.34	31.5	5
1991-04-08	0	9.89	31	5.5
1991-04-09	0	11.38	31.5	5.5
1991-04-10	0	9.99	30.5	7
1991-04-11	0	4.24	31.5	5.5
1991-04-12	0	9.71	32	5.5
1991-04-13	0	9.02	31.5	5.5
1991-04-14	0	7.78	31	10
1991-04-15	0	8.94	32.5	10
1991-04-16	0	9.54	31	10.5
1991-04-17	0	9.94	31.5	5.5
1991-04-18	0	10	32	5
1991-04-19	0	8.31	32.5	5.5
1991-04-20	0	7.84	31.5	10
1991-04-21	0	10.88	32.5	10.5
1991-04-22	0	8.7	32	10.5
1991-04-23	0	11.49	31.5	10.5
1991-04-24	0	12.36	32.5	10
1991-04-25	0	10.01	32.5	7
1991-04-26	0	6.01	32	10.5
1991-04-27	0	8.65	31.5	12
1991-04-28	0	8.73	31	6
1991-04-29	0	9.7	32.5	5.5
1991-04-30	0	NULO	31	10
1991-06-01	0	9.03	33.5	15
1991-06-02	0	7.91	34	15
1991-06-03	0	7.72	33	15.5
1991-06-04	0	5.76	33	15.5
1991-06-05	0	7.04	32	15
1991-06-06	0	7.93	34	15
1991-06-07	9.5	10.98	34	14
1991-06-08	1.5	7.51	30	13
1991-06-09	0	4.23	30	14
1991-06-10	0.5	3.04	29	13.5
1991-06-11	4.5	2.24	27	11
1991-06-12	3.5	4.06	28	13.5
1991-06-13	0	4.41	28	12.5
1991-06-14	11	8.06	31	15
1991-06-15	6	6.05	29.5	15
1991-06-16	0	3.56	27.5	15
1991-06-17	19.5	10.23	28	16
1991-06-18	0	10.18	30	10.5
1991-06-19	0	4.43	30	10.5
1991-06-20	0	8.16	30.5	14
1991-06-21	0	5.89	31.5	15
1991-06-22	0	5.41	30.5	15
1991-06-23	0	5.89	30.5	14
1991-06-24	0	4	28	14
1991-06-25	4	8.03	30	12
1991-06-26	0	6.36	30	12
1991-06-27	0	8.29	30	12
1991-06-28	0	8.03	31.5	14.5
1991-06-29	0	8.63	31	12
1991-06-30	20	NULO	28	13
1991-07-01	86	3.52	23	15
1991-07-02	17	2.77	22	15
1991-07-03	18.5	6.61	21	15
1991-07-04	0	6.67	25	15
1991-07-05	0	5.54	26.5	14
1991-07-06	0	12.12	26.5	15
1991-07-07	3	5.4	24	15
1991-07-08	0	3.94	23	15.5
1991-07-09	28.5	2.12	23	14
1991-07-10	5.5	2.35	23	14
1991-07-11	44.5	3.08	23	15
1991-07-12	35.5	2.12	23.5	14
1991-07-13	24.5	3.08	23	15
1991-07-14	17.5	3.55	23	15
1991-07-15	12	4.48	20	12
1991-07-16	1	2.21	18	14
1991-07-17	0.5	1.64	23	14
1991-07-18	0	2.01	23.5	12
1991-07-19	0	2.45	23	12
1991-07-20	14	5.81	28	12.5
1991-07-21	1	6.8	23.5	12.5
1991-07-22	3.5	1.79	24	15
1991-07-23	0	1.6	24	12
1991-07-24	0	5.4	24	13
1991-07-25	6.5	4.17	25	14
1991-07-26	0	4.42	25	14
1991-07-27	0	4.44	25	14
1991-07-28	0	5	27	14
1991-07-29	0	4.89	26	12
1991-07-30	0	6.88	27	12
1991-07-31	0	5.8	27	12.5
1991-08-01	0	6.12	26.5	14
1991-08-02	0	4.3	26	12.5
1991-08-03	0	5.32	27	13
1991-08-04	0	5.49	28	14.5
1991-08-05	0	6.75	24	13
1991-08-06	0	8.98	26.5	13
1991-08-07	0	5.29	24	14.5
1991-08-08	0	6.85	26	12
1991-08-09	0	6.21	27.5	13
1991-08-10	0	4.78	28	13
1991-08-11	0	6.31	28	12.5
1991-08-12	0	7.15	27	12
1991-08-13	0	4.55	27	9
1991-08-14	0	6.78	29	12
1991-08-15	0	3.31	29.5	11
1991-08-16	19	7.67	31.5	12
1991-08-17	23.5	8.45	31	14
1991-08-18	0.5	4.34	24	13
1991-08-19	0	5.95	28.5	13.5
1991-08-20	0	6.23	28	14.5
1991-08-21	0	2.28	27	14
1991-08-22	1	5.8	27	13
1991-08-23	0	3.52	28	14
1991-08-24	0	6.14	28	14
1991-08-25	0	6.07	27	14.5
1991-08-26	35	7.36	27	12.5
1991-08-27	0	5.83	35	14
1991-08-28	0	5.61	25	14
1991-08-29	0	3.05	28	14.5
1991-08-30	0	2.36	27	14
1991-08-31	0	4.76	26.5	14
1991-09-01	0	4.33	28	10.5
1991-09-02	0	2.84	26	14
1991-09-03	0	5.73	26.5	16
1991-09-04	0	2.36	27	14
1991-09-05	15	3.58	26	14
1991-09-06	10	3.13	28	16
1991-09-07	10	5.46	27.5	14
1991-09-08	0	5.88	27	13
1991-09-09	0	5.15	27	13
1991-09-10	3	2.46	25.5	10
1991-09-11	4	1.01	27.5	10
1991-09-12	11	5.33	25	12
1991-09-13	4.5	4.54	24	14
1991-09-14	0	3.96	25	13
1991-09-15	0	1.74	25	12.5
1991-09-16	14	2.39	26.5	12
1991-09-17	15	1.36	20	12.5
1991-09-18	9	0.78	23	14
1991-09-19	0	3.76	27	13
1991-09-20	0	1.25	25	12.5
1991-09-21	0	3.51	25	12
1991-09-22	0	4.32	25.5	12
1991-09-23	4	1.47	22	10
1991-09-24	0	1.9	24	12
1991-09-25	3	2.7	22.5	10.5
1991-09-26	0	1.62	22.5	12
1991-09-27	0	2.2	23	11
1991-09-28	1	1.19	24.5	12
1991-09-29	0	0.91	24	12.5
1991-09-30	0	9.44	18	10.5
1991-10-01	0	2.57	24	14
1991-10-02	0	2.67	24.5	11
1991-10-03	0	2.9	23	7
1991-10-04	5.5	1.6	23.5	14
1991-10-05	7	2.32	25	12
1991-10-06	1	0.79	18.5	14
1991-10-07	0	2.02	18	12.5
1991-10-08	0	2.08	21.5	12.5
1991-10-09	0	2.02	22	13
1991-10-10	39	4.31	21	10
1991-10-11	0	4.43	22	12
1991-10-12	0	2.25	22	11.5
1991-10-13	0	2.05	24	11
1991-10-14	0	1.72	25.5	12
1991-10-15	0	4.99	24	7
1991-10-16	0	6.57	25	9.5
1991-10-17	0	4.79	24	6
1991-10-18	0	2.78	24	6
1991-10-19	0	3.17	24	7
1991-10-20	0	3.5	25	7.5
1991-10-21	0	4.15	24	4
1991-10-22	2.5	2.42	24.5	7
1991-10-23	0	2.47	27.5	7.5
1991-10-24	0	3.48	27	7
1991-10-25	0	3.52	27	8
1991-10-26	0	2.2	27	7
1991-10-27	0	4.81	27.5	7
1991-10-28	0	6.01	26	7
1991-10-29	0	4.83	26	8
1991-10-30	0	1.58	26.5	7
1991-10-31	0	4.31	26.5	7.5
1991-11-01	0	4.45	26	6
1991-11-02	0	5.57	27	6
1991-11-03	0	4.99	27	6
1991-11-04	0	3.03	27	6.5
1991-11-05	0	2.95	24	7
1991-11-06	0.01	2.26	25	5.5
1991-11-07	0.01	2.22	24	7
1991-11-08	0.01	3.52	24	5
1991-11-09	0	4.12	24	5.5
1991-11-10	0	3.12	24	3
1991-11-11	0.01	3.71	24.5	4.5
1991-11-12	0	3.02	24.5	4
1991-11-13	0	3.07	24	3
1991-11-14	0	1.65	22	3
1991-11-15	0	1.99	23.5	9
1991-11-16	0	5.14	24	5.5
1991-11-17	0	5.41	26	5
1991-11-18	0	4.61	26	4
1991-11-19	0	3.95	26	4
1991-11-20	0	3.94	26	-3
1991-11-21	0	3.36	25.5	-3
1991-11-22	0	4.56	25	-3
1991-11-23	0	2.83	26	-2
1991-11-24	0	3.6	26	-3.5
1991-11-25	0	6.71	26	-3
1991-11-26	0	1.12	24	-3
1991-11-27	0	3.93	24	4
1991-11-28	0	2.84	21	0
1991-11-29	0	2.16	24	7
1991-11-30	0	5.16	23.5	5.5
1991-12-01	0	4.96	24	3
1991-12-02	0	11.19	24.5	3.5
1991-12-03	0	2.61	26	4
1991-12-04	0	2.3	26	3
1991-12-05	0	1.09	23	0
1991-12-06	0	0.21	23	6
1991-12-07	1.5	3.08	23.5	3
1991-12-08	3	1.12	24.5	5.5
1991-12-09	0	1.56	24	3.5
1991-12-10	0	1.34	22.5	7
1991-12-11	0	2.1	22.5	7
1991-12-12	0	1.91	20	5
1991-12-13	0	3.98	22	0
1991-12-14	0	3.14	22	2
1991-12-15	0	3.17	23	2
1991-12-16	0	0.85	22	7
1991-12-17	0	1.74	21.5	5
1991-12-18	0	1.23	26	3
1991-12-19	6	0.19	20	3.5
1991-12-20	0	0.96	20	3.5
1991-12-21	0	1.55	21	3
1991-12-22	0	2.35	21	3
1991-12-23	1	3.13	20	7
1991-12-24	18	1.01	20	5.5
1991-12-25	1.5	1.82	20	2
1991-12-26	0	1.52	20.5	2
1991-12-27	0	3.97	21.5	3.5
1991-12-28	0	3.28	21.5	5
1991-12-29	0	6.42	21	5
1991-12-30	0	2.28	21	3.5
1991-12-31	0	1.78	23	5
1992-01-01	0	2.25	22	3
1992-01-02	0	3.06	19	2
1992-01-03	0	4.33	20	0
1992-01-04	0	5.62	20.5	2
1992-01-05	0	4.11	24	3.5
1992-01-06	0	5.7	23	3
1992-01-07	0	5.37	21	5
1992-01-08	3.5	1.86	17	10
1992-01-09	15	1.06	14	8
1992-01-10	12	4.02	20	9
1992-01-11	0	4.17	19.5	3.5
1992-01-12	0	1.83	19	3
1992-01-13	0	2.45	21	4
1992-01-14	0	2.17	20.5	3.5
1992-01-15	21	7.77	20	5.5
1992-01-16	8	7.46	15	5
1992-01-17	4.5	6.78	14	4
1992-01-18	3.5	5.8	14	4
1992-01-19	1.5	1.58	13	3.5
1992-01-20	0	1.31	17	4
1992-01-21	0	3.09	21	3.5
1992-01-22	0	6.22	21	3
1992-01-23	0	1.33	17	4
1992-01-24	6.5	2.53	17	6
1992-01-25	20	1	18	5
1992-01-26	0	1.68	18.5	3.5
1992-01-27	7	4.42	18	3
1992-01-28	3.5	5.34	17	4
1992-01-29	0	1.06	17	3.5
1992-01-30	0.5	4.45	18.5	4
1992-01-31	0	1.11	18.5	6.5
1992-02-01	0	2.61	17.5	5
1992-02-02	6	1.84	18	4
1992-02-03	0	5.15	16	5
1992-02-04	0	4.67	17	2
1992-02-05	0	2.83	16	2
1992-02-06	0	2.17	18	3
1992-02-07	0	1.63	18.5	2.5
1992-02-08	0	4.82	17	5
1992-02-09	0	4.72	18	3
1992-02-10	0	2.72	17.5	3
1992-02-11	0	4.6	18	-3
1992-02-12	0	5.28	24	3
1992-02-13	0	4.76	26	2
1992-02-14	0	4.83	23.5	2
1992-02-15	0	4.13	24.5	5
1992-02-16	0	2.23	25	4
1992-02-17	0	2.48	24	4.5
1992-02-18	0	6.79	25.5	7.5
1992-02-19	0	1.47	24	3.5
1992-02-20	0	2.11	24	6
1992-02-21	0	3.2	24.5	7.5
1992-02-22	0	3.02	23.5	7
1992-02-23	1.5	3.7	24	6
1992-02-24	0	6.58	20	9.5
1992-02-25	0	2.83	17	-2
1992-02-26	0	2.91	22	2
1992-02-27	0	3.15	22	3
1992-02-28	0	2.74	22.5	3
1992-02-29	0	4.61	23	4
1992-03-01	0	3.91	23	4
1992-03-02	0	3.1	24	2.5
1992-03-03	0	6.45	26	5
1992-03-04	0	6.35	26	5.5
1992-03-05	0	6.48	25.5	2.5
1992-03-06	0	5.48	26	2.5
1992-03-07	0	13.21	26.5	5
1992-03-08	0	4.55	27	5.5
1992-03-09	0	10.36	27	5
1992-03-10	0	11.08	27	3.5
1992-03-11	0	6.87	26.5	5
1992-03-12	0	10.85	25.5	3
1992-03-13	0	6.6	25.5	5
1992-03-14	0	6.86	24	6
1992-03-15	0	13.7	26.5	3
1992-03-16	0	12.66	26.5	3.5
1992-03-17	0	9	27	5.5
1992-03-18	0	4.85	28	6
1992-03-19	0	3.92	30.5	3
1992-03-20	0	8.26	31	7
1992-03-21	0	3.9	31.5	7
1992-03-22	0	12.45	31	6
1992-03-23	0	8.16	32	7
1992-03-24	0	10.22	28	10
1992-03-25	0	6.97	28	4
1992-03-26	0	6.16	24.5	10
1992-03-27	0	6.6	26.5	10
1992-03-28	0	4.2	27	8
1992-03-29	0	4.8	27	8
1992-03-30	0	5.75	27	8
1992-03-31	0	4.94	25	12
1992-04-01	0	7.45	28	11
1992-04-02	0	2.69	26	12
1992-04-03	0	3.24	27.5	6
