date,rain,evap,t_max,t_min,month,year
1931-02-28,0.0,,16.0,-3.0,2,1931
1931-03-01,0.0,,19.5,-2.0,3,1931
1931-03-02,0.0,,21.0,-0.5,3,1931
1931-03-03,0.0,,18.75,-2.0,3,1931
1931-03-04,0.0,,19.0,1.0,3,1931
1931-03-05,0.0,,18.5,0.25,3,1931
1931-03-06,0.0,,21.5,5.0,3,1931
1931-03-07,0.0,,19.5,4.0,3,1931
1931-03-08,0.0,,20.5,0.75,3,1931
1931-03-09,0.0,,19.0,0.5,3,1931
1931-03-10,0.0,,23.0,2.5,3,1931
1931-03-11,0.0,,23.5,2.5,3,1931
1931-03-12,0.0,,20.5,1.25,3,1931
1931-03-13,0.0,,22.0,5.0,3,1931
1931-03-14,0.0,,23.5,4.0,3,1931
1931-03-15,0.0,,24.5,5.0,3,1931
1931-03-16,0.0,,25.75,7.75,3,1931
1931-03-17,0.0,,20.0,5.0,3,1931
1931-03-18,0.0,,23.5,3.0,3,1931
1931-03-19,0.0,,25.5,5.5,3,1931
1931-03-20,0.0,,26.0,6.5,3,1931
1931-03-21,0.0,,24.75,6.75,3,1931
1931-03-22,0.0,,24.5,5.0,3,1931
1931-03-23,0.0,,25.5,6.25,3,1931
1931-03-24,0.0,,23.0,5.25,3,1931
1931-03-25,0.0,,24.0,10.75,3,1931
1931-03-26,0.0,,23.5,5.75,3,1931
1931-03-27,0.0,,24.0,5.0,3,1931
1931-03-28,0.0,,26.0,4.0,3,1931
1931-03-29,0.0,,27.0,5.0,3,1931
1931-03-30,0.0,,21.5,5.75,3,1931
1931-03-31,0.0,,25.0,3.5,3,1931
1931-04-01,0.0,,26.0,4.0,4,1931
1931-04-02,0.0,,27.0,4.0,4,1931
1931-04-03,0.005,,27.5,9.5,4,1931
1931-04-04,0.0,,25.0,5.5,4,1931
1931-04-05,0.0,,25.0,8.5,4,1931
1931-04-06,0.005,,25.5,6.5,4,1931
1931-04-07,0.0,,28.0,8.0,4,1931
1931-04-08,0.0,,27.5,6.5,4,1931
1931-04-09,0.0,,28.5,5.0,4,1931
1931-04-10,0.0,,28.0,5.5,4,1931
1931-04-11,0.0,,27.5,2.25,4,1931
1931-04-12,0.005,,22.5,5.5,4,1931
1931-04-13,0.0,,26.0,7.0,4,1931
1931-04-14,0.0,,23.5,4.0,4,1931
1931-04-15,0.0,,23.5,5.5,4,1931
1931-04-16,0.0,,27.0,8.0,4,1931
1931-04-17,0.0,,27.5,7.0,4,1931
1931-04-18,0.0,,26.5,5.5,4,1931
1931-04-19,0.0,,27.0,6.5,4,1931
1931-04-20,0.005,,28.0,6.5,4,1931
1931-04-21,5.755,,27.5,7.0,4,1931
1931-04-22,0.005,,27.5,7.75,4,1931
1931-04-23,0.0,,29.25,8.5,4,1931
1931-04-24,0.0,,24.75,7.75,4,1931
1931-04-25,0.0,,25.0,5.5,4,1931
1931-04-26,0.0,,27.5,7.5,4,1931
1931-04-27,0.0,,28.0,8.0,4,1931
1931-04-28,0.0,,28.5,10.5,4,1931
1931-04-29,0.0,,28.0,6.5,4,1931
1931-04-30,0.0,,26.5,5.5,4,1931
1931-05-01,0.0,,28.5,6.5,5,1931
1931-05-02,0.0,,28.5,8.0,5,1931
1931-05-03,0.0,,28.0,7.0,5,1931
1931-05-04,0.0,,28.0,10.5,5,1931
1931-05-05,0.0,,28.5,7.5,5,1931
1931-05-06,0.0,,29.0,9.5,5,1931
1931-05-07,0.005,,28.5,12.0,5,1931
1931-05-08,0.005,,30.0,10.5,5,1931
1931-05-09,0.005,,29.0,10.0,5,1931
1931-05-10,0.0,,31.0,11.25,5,1931
1931-05-11,0.0,,30.5,12.0,5,1931
1931-05-12,0.0,,29.5,9.5,5,1931
1931-05-13,0.0,,30.5,11.5,5,1931
1931-05-14,5.5,,31.5,12.0,5,1931
1931-05-15,0.0,,31.5,12.0,5,1931
1931-05-16,0.005,,31.25,10.5,5,1931
1931-05-17,0.005,,26.0,8.0,5,1931
1931-05-18,0.0,,31.0,7.25,5,1931
1931-05-19,0.0,,31.0,8.25,5,1931
1931-05-20,0.005,,32.0,6.5,5,1931
1931-05-21,0.005,,28.0,8.0,5,1931
1931-05-22,11.35,,29.0,8.5,5,1931
1931-05-23,5.0,,30.0,8.5,5,1931
1931-05-24,0.0,,28.5,9.0,5,1931
1931-05-25,0.01,,30.0,8.0,5,1931
1931-05-26,7.0,,30.0,12.0,5,1931
1931-05-27,22.25,,30.5,13.0,5,1931
1931-05-28,1.505,,29.5,12.0,5,1931
1931-05-29,0.0,,31.0,12.0,5,1931
1931-05-30,0.0,,30.5,10.5,5,1931
1931-05-31,2.0,,29.0,11.25,5,1931
1931-06-01,0.0,,30.0,12.5,6,1931
1931-06-02,2.005,,29.0,12.5,6,1931
1931-06-03,0.0,,31.0,13.0,6,1931
1931-06-04,0.0,,30.75,13.5,6,1931
1931-06-05,0.0,,33.0,13.75,6,1931
1931-06-06,0.0,,31.5,13.5,6,1931
1931-06-07,0.0,,31.5,13.0,6,1931
1931-06-08,0.005,,31.5,12.75,6,1931
1931-06-09,14.5,,32.0,16.0,6,1931
1931-06-10,3.25,,31.5,12.5,6,1931
1931-06-11,1.25,,29.5,16.0,6,1931
1931-06-12,0.0,,31.0,12.5,6,1931
1931-06-13,0.0,,31.0,13.0,6,1931
1931-06-14,0.0,,30.75,13.25,6,1931
1931-06-15,0.5,,31.5,13.5,6,1931
1931-06-16,0.005,,32.5,16.0,6,1931
1931-06-17,1.0,,31.5,13.0,6,1931
1931-06-18,6.005,,32.25,13.5,6,1931
1931-06-19,0.005,,32.25,14.0,6,1931
1931-06-20,0.005,,31.75,13.5,6,1931
1931-06-21,0.0,,31.25,14.0,6,1931
1931-06-22,0.005,,30.5,12.0,6,1931
1931-06-23,0.0,,30.5,11.75,6,1931
1931-06-24,2.5,,31.0,12.5,6,1931
1931-06-25,0.005,,32.0,13.0,6,1931
1931-06-26,0.0,,31.5,12.5,6,1931
1931-06-27,0.0,,30.25,12.25,6,1931
1931-06-28,1.005,,29.5,11.5,6,1931
1931-06-29,0.005,,31.0,12.0,6,1931
1931-06-30,16.0,,30.25,12.5,6,1931
1931-07-01,0.0,,28.75,13.0,7,1931
1931-07-02,0.0,,29.5,14.0,7,1931
1931-07-03,0.0,,31.0,15.5,7,1931
1931-07-04,0.0,,29.5,15.25,7,1931
1931-07-05,5.25,,31.0,13.0,7,1931
1931-07-06,14.6,,28.5,12.0,7,1931
1931-07-07,4.005,,29.75,13.75,7,1931
1931-07-08,0.5,,29.5,13.0,7,1931
1931-07-09,4.5,,31.0,14.0,7,1931
1931-07-10,0.01,,30.0,12.0,7,1931
1931-07-11,13.75,,29.25,12.25,7,1931
1931-07-12,8.35,,31.0,14.0,7,1931
1931-07-13,8.75,,29.5,13.5,7,1931
1931-07-14,2.505,,30.75,14.0,7,1931
1931-07-15,1.5,,29.5,13.0,7,1931
1931-07-16,10.0,,30.0,13.0,7,1931
1931-07-17,3.5,,29.0,12.75,7,1931
1931-07-18,5.0,,29.0,12.5,7,1931
1931-07-19,6.5,,28.75,12.25,7,1931
1931-07-20,0.005,,29.0,12.5,7,1931
1931-07-21,2.5,,30.0,13.0,7,1931
1931-07-22,4.5,,29.5,13.25,7,1931
1931-07-23,2.0,,30.0,13.0,7,1931
1931-07-24,0.01,,28.75,12.0,7,1931
1931-07-25,0.0,,28.0,11.25,7,1931
1931-07-26,14.75,,29.0,12.0,7,1931
1931-07-27,0.01,,26.5,11.0,7,1931
1931-07-28,0.005,,26.5,10.75,7,1931
1931-07-29,0.25,,25.5,11.5,7,1931
1931-07-30,20.25,,29.0,12.25,7,1931
1931-07-31,0.005,,28.25,11.25,7,1931
1931-08-01,0.005,,27.0,11.5,8,1931
1931-08-02,0.5,,26.25,11.25,8,1931
1931-08-03,12.5,,26.0,11.75,8,1931
1931-08-04,13.75,,28.0,11.0,8,1931
1931-08-05,12.505,,28.0,12.0,8,1931
1931-08-06,0.005,,27.5,11.0,8,1931
1931-08-07,0.5,,27.5,10.5,8,1931
1931-08-08,0.01,,26.5,10.25,8,1931
1931-08-09,0.005,,27.75,12.75,8,1931
1931-08-10,14.505,,27.25,12.0,8,1931
1931-08-11,14.25,,26.5,10.75,8,1931
1931-08-12,10.25,,25.0,11.25,8,1931
1931-08-13,1.0,,25.0,10.75,8,1931
1931-08-14,0.005,,27.0,11.5,8,1931
1931-08-15,0.005,,25.0,10.0,8,1931
1931-08-16,0.0,,25.25,9.0,8,1931
1931-08-17,0.0,,25.0,10.0,8,1931
1931-08-18,0.005,,25.5,9.0,8,1931
1931-08-19,1.5,,27.0,11.5,8,1931
1931-08-20,0.0,,27.0,11.0,8,1931
1931-08-21,0.0,,28.0,13.5,8,1931
1931-08-22,0.01,,27.75,13.25,8,1931
1931-08-23,0.005,,27.5,12.25,8,1931
1931-08-24,12.75,,27.75,13.0,8,1931
1931-08-25,0.005,,26.5,12.0,8,1931
1931-08-26,0.5,,28.5,13.0,8,1931
1931-08-27,5.0,,27.75,12.0,8,1931
1931-08-28,0.005,,26.25,10.75,8,1931
1931-08-29,0.005,,28.0,11.25,8,1931
1931-08-30,0.0,,26.5,10.0,8,1931
1931-08-31,0.0,,28.0,11.75,8,1931
1931-09-01,1.0,,28.5,11.5,9,1931
1931-09-02,0.005,,28.25,11.5,9,1931
1931-09-03,0.5,,28.0,11.25,9,1931
1931-09-04,0.005,,28.75,10.75,9,1931
1931-09-05,0.0,,27.5,9.25,9,1931
1931-09-06,0.0,,28.0,9.5,9,1931
1931-09-07,0.0,,27.5,9.0,9,1931
1931-09-08,0.0,,26.0,8.75,9,1931
1931-09-09,0.0,,26.25,10.75,9,1931
1931-09-10,0.5,,27.0,11.0,9,1931
1931-09-11,8.0,,27.0,9.5,9,1931
1931-09-12,2.0,,28.0,10.75,9,1931
1931-09-13,0.005,,27.5,11.0,9,1931
1931-09-14,0.25,,27.5,10.25,9,1931
1931-09-15,0.0,,26.5,11.0,9,1931
1931-09-16,0.0,,28.25,10.0,9,1931
1931-09-17,0.0,,27.0,9.25,9,1931
1931-09-18,0.0,,27.25,9.5,9,1931
1931-09-19,0.0,,27.5,10.0,9,1931
1931-09-20,0.005,,28.5,12.0,9,1931
1931-09-21,0.255,,28.5,9.5,9,1931
1931-09-22,0.005,,26.5,12.5,9,1931
1931-09-23,0.01,,27.5,11.25,9,1931
1931-09-24,0.0,,27.5,11.5,9,1931
1931-09-25,0.005,,27.0,10.5,9,1931
1931-09-26,0.0,,28.5,12.0,9,1931
1931-09-27,13.75,,30.0,13.0,9,1931
1931-09-28,2.5,,28.5,11.0,9,1931
1931-09-29,0.0,,29.75,12.75,9,1931
1931-09-30,0.0,,27.5,11.25,9,1931
1931-10-01,0.0,,26.5,9.75,10,1931
1931-10-02,0.0,,26.0,9.5,10,1931
1931-10-03,0.0,,25.4,8.5,10,1931
1931-10-04,0.0,,25.65,9.0,10,1931
1931-10-05,0.0,,25.75,8.25,10,1931
1931-10-06,0.0,,25.25,8.75,10,1931
1931-10-07,0.005,,25.25,8.5,10,1931
1931-10-08,0.005,,25.75,9.0,10,1931
1931-10-09,0.01,,26.0,10.25,10,1931
1931-10-10,0.0,,26.0,10.25,10,1931
1931-10-11,0.01,,26.75,10.25,10,1931
1931-10-12,0.0,,26.5,10.0,10,1931
1931-10-13,0.0,,25.25,9.75,10,1931
1931-10-14,0.0,,25.75,8.5,10,1931
1931-10-15,0.0,,26.0,9.0,10,1931
1931-10-16,0.005,,25.0,7.25,10,1931
1931-10-17,0.0,,26.75,9.5,10,1931
1931-10-18,0.0,,25.25,9.5,10,1931
1931-10-19,0.0,,26.0,7.6,10,1931
1931-10-20,0.0,,26.75,7.75,10,1931
1931-10-21,0.0,,27.25,7.75,10,1931
1931-10-22,0.0,,26.25,6.25,10,1931
1931-10-23,0.0,,25.25,5.95,10,1931
1931-10-24,0.0,,25.5,5.75,10,1931
1931-10-25,0.0,,26.25,5.75,10,1931
1931-10-26,0.0,,26.0,6.25,10,1931
1931-10-27,0.0,,27.0,7.5,10,1931
1931-10-28,0.0,,26.0,7.75,10,1931
1931-10-29,0.0,,25.25,6.5,10,1931
1931-10-30,4.0,,27.25,9.25,10,1931
1931-10-31,0.0,,27.75,8.5,10,1931
1931-11-01,0.0,,26.0,6.75,11,1931
1931-11-02,0.0,,26.5,6.75,11,1931
1931-11-03,0.0,,26.75,7.5,11,1931
1931-11-04,0.0,,22.25,5.75,11,1931
1931-11-05,0.0,,21.75,4.75,11,1931
1931-11-06,0.0,,24.25,3.25,11,1931
1931-11-07,0.0,,23.25,2.5,11,1931
1931-11-08,0.0,,22.5,2.0,11,1931
1931-11-09,0.0,,22.5,2.75,11,1931
1931-11-10,0.0,,22.5,2.5,11,1931
1931-11-11,0.0,,24.25,2.75,11,1931
1931-11-12,0.0,,23.0,4.25,11,1931
1931-11-13,0.005,,26.0,4.75,11,1931
1931-11-14,0.005,,26.75,7.0,11,1931
1931-11-15,0.0,,26.75,5.75,11,1931
1931-11-16,0.0,,26.5,5.0,11,1931
1931-11-17,0.0,,26.75,6.0,11,1931
1931-11-18,0.0,,24.75,3.0,11,1931
1931-11-19,0.0,,26.25,4.75,11,1931
1931-11-20,0.0,,25.5,4.0,11,1931
1931-11-21,0.0,,24.75,2.25,11,1931
1931-11-22,0.0,,26.75,2.0,11,1931
1931-11-23,0.0,,24.0,3.25,11,1931
1931-11-24,0.0,,25.0,4.0,11,1931
1931-11-25,0.0,,26.75,4.5,11,1931
1931-11-26,0.0,,24.0,2.5,11,1931
1931-11-27,0.0,,26.0,3.25,11,1931
1931-11-28,0.0,,24.75,4.25,11,1931
1931-11-29,0.0,,25.0,5.5,11,1931
1931-11-30,0.0,,24.75,3.75,11,1931
1931-12-01,0.0,,22.0,0.0,12,1931
1931-12-02,0.0,,22.25,0.75,12,1931
1931-12-03,0.0,,22.6,-1.65,12,1931
1931-12-04,0.0,,23.0,2.0,12,1931
1931-12-05,6.75,,25.75,1.0,12,1931
1931-12-06,19.5,,24.5,6.5,12,1931
1931-12-07,0.25,,21.0,6.25,12,1931
1931-12-08,0.0,,19.5,4.65,12,1931
1931-12-09,0.0,,20.1,2.1,12,1931
1931-12-10,0.0,,21.0,2.5,12,1931
1931-12-11,0.0,,21.1,2.25,12,1931
1931-12-12,0.0,,22.1,3.25,12,1931
1931-12-13,0.0,,23.5,4.0,12,1931
1931-12-14,0.0,,23.75,4.5,12,1931
1931-12-15,0.0,,22.6,4.9,12,1931
1931-12-16,0.0,,23.5,5.0,12,1931
1931-12-17,0.0,,19.0,-2.25,12,1931
1931-12-18,0.0,,16.6,-2.65,12,1931
1931-12-19,0.0,,20.5,-0.5,12,1931
1931-12-20,0.0,,20.5,-2.5,12,1931
1931-12-21,0.0,,19.5,-2.6,12,1931
1931-12-22,0.0,,21.5,1.0,12,1931
1931-12-23,0.0,,22.0,-0.1499999999999999,12,1931
1931-12-24,0.0,,23.7,1.15,12,1931
1931-12-25,0.0,,23.0,0.0,12,1931
1931-12-26,0.0,,21.7,1.6,12,1931
1931-12-27,0.0,,23.5,1.0,12,1931
1931-12-28,0.0,,21.6,1.15,12,1931
1931-12-29,0.0,,22.2,-1.05,12,1931
1931-12-30,0.0,,21.7,-0.8999999999999999,12,1931
1931-12-31,0.0,,18.25,-3.0,12,1931
1932-01-01,0.0,,20.0,-2.5,1,1932
1932-01-02,0.0,,21.5,0.1,1,1932
1932-01-03,0.0,,22.5,-1.5,1,1932
1932-01-04,0.005,,19.75,3.0,1,1932
1932-01-05,0.0,,22.1,2.6,1,1932
1932-01-06,0.0,,18.75,0.3999999999999999,1,1932
1932-01-07,0.0,,18.6,-2.0,1,1932
1932-01-08,0.0,,20.0,1.75,1,1932
1932-01-09,0.0,,16.25,-5.4,1,1932
1932-01-10,0.0,,22.0,-1.75,1,1932
1932-01-11,0.0,,18.85,-1.5,1,1932
1932-01-12,0.0,,18.5,-1.35,1,1932
1932-01-13,0.0,,18.6,-2.5,1,1932
1932-01-14,0.0,,21.15,3.1,1,1932
1932-01-15,0.0,,21.2,2.9,1,1932
1932-01-16,0.0,,22.55,2.6,1,1932
1932-01-17,0.0,,23.65,3.85,1,1932
1932-01-18,0.0,,24.35,3.5,1,1932
1932-01-19,0.0,,21.1,5.5,1,1932
1932-01-20,0.0,,19.65,4.6,1,1932
1932-01-21,5.5,,20.25,5.9,1,1932
1932-01-22,4.35,,21.25,4.9,1,1932
1932-01-23,0.0,,20.25,4.1,1,1932
1932-01-24,0.0,,20.0,-0.5,1,1932
1932-01-25,0.0,,20.75,4.9,1,1932
1932-01-26,0.0,,22.4,3.1,1,1932
1932-01-27,0.0,,22.85,2.8,1,1932
1932-01-28,0.0,,23.75,2.65,1,1932
1932-01-29,0.0,,24.6,4.1,1,1932
1932-01-30,0.0,,23.5,-0.85,1,1932
1932-01-31,0.0,,22.75,3.25,1,1932
1932-02-01,0.0,,25.5,3.1,2,1932
1932-02-02,0.0,,26.1,2.3,2,1932
1932-02-03,0.0,,26.0,4.75,2,1932
1932-02-04,0.0,,26.75,4.25,2,1932
1932-02-05,0.005,,26.65,5.1,2,1932
1932-02-06,0.005,,26.25,5.25,2,1932
1932-02-07,0.0,,25.7,5.65,2,1932
1932-02-08,0.0,,26.5,5.75,2,1932
1932-02-09,0.0,,27.0,6.75,2,1932
1932-02-10,0.0,,26.1,4.15,2,1932
1932-02-11,0.0,,24.6,3.9,2,1932
1932-02-12,0.0,,27.9,4.6,2,1932
1932-02-13,0.0,,28.2,7.1,2,1932
1932-02-14,0.0,,28.4,6.25,2,1932
1932-02-15,0.0,,27.1,4.5,2,1932
1932-02-16,0.0,,27.9,6.1,2,1932
1932-02-17,0.0,,25.15,3.5,2,1932
1932-02-18,0.0,,25.25,4.6,2,1932
1932-02-19,0.0,,22.75,6.25,2,1932
1932-02-20,2.0,,26.25,3.0,2,1932
1932-02-21,0.0,,19.0,-1.3,2,1932
1932-02-22,0.0,,19.65,-3.1,2,1932
1932-02-23,0.0,,14.5,-3.0,2,1932
1932-02-24,0.0,,13.5,-2.15,2,1932
1932-02-25,2.0,,16.0,0.0,2,1932
1932-02-26,3.0,,19.0,3.5,2,1932
1932-02-27,2.5,,22.0,6.0,2,1932
1932-02-28,1.5,,21.85,6.25,2,1932
1932-02-29,0.0,,21.5,5.5,2,1932
1932-03-01,0.25,,21.0,3.6,3,1932
1932-03-02,0.0,,24.0,5.0,3,1932
1932-03-03,0.0,,22.75,2.0,3,1932
1932-03-04,0.0,,22.25,1.5,3,1932
1932-03-05,0.0,,21.25,0.5,3,1932
1932-03-06,0.0,,15.5,-0.9,3,1932
1932-03-07,0.0,,18.1,2.5,3,1932
1932-03-08,0.0,,24.0,2.5,3,1932
1932-03-09,0.0,,23.1,2.5,3,1932
1932-03-10,0.0,,23.5,2.0,3,1932
1932-03-11,0.0,,22.5,1.25,3,1932
1932-03-12,0.0,,23.0,2.6,3,1932
1932-03-13,0.0,,24.5,-0.5,3,1932
1932-03-14,0.0,,23.5,-0.9,3,1932
1932-03-15,0.0,,24.5,2.5,3,1932
1932-03-16,0.0,,25.25,3.6,3,1932
1932-03-17,0.0,,23.6,-0.5,3,1932
1932-03-18,0.0,,24.5,2.0,3,1932
1932-03-19,0.0,,25.0,3.0,3,1932
1932-03-20,0.0,,24.25,2.0,3,1932
1932-03-21,0.0,,25.9,3.25,3,1932
1932-03-22,0.0,,26.5,3.5,3,1932
1932-03-23,0.0,,25.5,2.5,3,1932
1932-03-24,0.0,,25.0,2.5,3,1932
1932-03-25,0.0,,26.1,3.75,3,1932
1932-03-26,0.0,,26.7,4.0,3,1932
1932-03-27,0.0,,26.25,3.0,3,1932
1932-03-28,0.0,,26.75,5.25,3,1932
1932-03-29,0.0,,25.5,1.5,3,1932
1932-03-30,0.0,,24.5,1.5,3,1932
1932-03-31,0.0,,24.5,3.25,3,1932
1932-04-01,0.0,,24.0,2.5,4,1932
1932-04-02,0.0,,25.5,4.1,4,1932
1932-04-03,0.0,,24.75,2.75,4,1932
1932-04-04,0.0,,24.0,3.0,4,1932
1932-04-05,0.0,,25.1,6.1,4,1932
1932-04-06,0.0,,25.25,6.5,4,1932
1932-04-07,0.0,,26.0,5.6,4,1932
1932-04-08,0.0,,25.75,6.5,4,1932
1932-04-09,0.0,,27.25,7.1,4,1932
1932-04-10,0.0,,28.0,7.75,4,1932
1932-04-11,0.0,,27.75,7.55,4,1932
1932-04-12,0.0,,28.0,7.0,4,1932
1932-04-13,0.0,,27.0,5.75,4,1932
1932-04-14,0.0,,27.5,8.5,4,1932
1932-04-15,0.0,,28.5,9.6,4,1932
1932-04-16,0.005,,29.4,10.5,4,1932
1932-04-17,0.0,,27.0,9.0,4,1932
1932-04-18,0.0,,28.25,9.5,4,1932
1932-04-19,0.0,,28.5,10.0,4,1932
1932-04-20,0.0,,25.5,7.25,4,1932
1932-04-21,0.0,,25.5,6.0,4,1932
1932-04-22,0.0,,24.75,7.1,4,1932
1932-04-23,0.0,,23.3,3.1,4,1932
1932-04-24,0.0,,24.75,3.0,4,1932
1932-04-25,0.0,,25.9,3.65,4,1932
1932-04-26,0.0,,27.5,7.75,4,1932
1932-04-27,0.0,,27.75,6.9,4,1932
1932-04-28,0.0,,27.85,6.5,4,1932
1932-04-29,0.0,,28.6,9.15,4,1932
1932-04-30,0.0,,29.75,10.0,4,1932
1932-05-01,0.0,,30.35,8.0,5,1932
1932-05-02,0.0,,30.9,7.35,5,1932
1932-05-03,0.0,,30.25,7.5,5,1932
1932-05-04,0.0,,30.0,8.5,5,1932
1932-05-05,0.0,,30.25,9.75,5,1932
1932-05-06,0.0,,30.85,9.35,5,1932
1932-05-07,0.0,,30.25,9.5,5,1932
1932-05-08,0.0,,32.1,11.35,5,1932
1932-05-09,0.0,,31.6,11.1,5,1932
1932-05-10,0.0,,32.75,12.0,5,1932
1932-05-11,0.005,,30.6,10.6,5,1932
1932-05-12,0.0,,33.25,10.5,5,1932
1932-05-13,0.0,,32.65,11.75,5,1932
1932-05-14,0.0,,32.1,11.0,5,1932
1932-05-15,0.0,,32.0,10.0,5,1932
1932-05-16,0.0,,31.25,9.5,5,1932
1932-05-17,3.1,,32.85,10.0,5,1932
1932-05-18,0.0,,31.75,11.0,5,1932
1932-05-19,0.005,,31.75,12.25,5,1932
1932-05-20,0.005,,31.75,10.0,5,1932
1932-05-21,0.0,,32.0,11.25,5,1932
1932-05-22,0.0,,32.75,12.0,5,1932
1932-05-23,0.0,,32.35,10.75,5,1932
1932-05-24,0.0,,31.25,11.5,5,1932
1932-05-25,0.0,,32.25,12.5,5,1932
1932-05-26,0.005,,32.6,11.5,5,1932
1932-05-27,0.0,,34.0,11.9,5,1932
1932-05-28,0.0,,32.0,13.0,5,1932
1932-05-29,0.005,,34.0,13.25,5,1932
1932-05-30,0.005,,34.75,14.35,5,1932
1932-05-31,0.005,,34.85,14.0,5,1932
1932-06-01,0.005,,34.5,13.6,6,1932
1932-06-02,0.005,,35.1,13.75,6,1932
1932-06-03,0.0,,35.0,13.25,6,1932
1932-06-04,0.0,,33.25,12.0,6,1932
1932-06-05,0.0,,33.75,13.35,6,1932
1932-06-06,0.005,,33.25,12.75,6,1932
1932-06-07,0.0,,35.25,12.1,6,1932
1932-06-08,0.005,,34.25,12.25,6,1932
1932-06-09,0.0,,35.5,13.25,6,1932
1932-06-10,0.0,,34.75,12.0,6,1932
1932-06-11,0.005,,32.75,12.5,6,1932
1932-06-12,0.0,,34.85,12.75,6,1932
1932-06-13,0.0,,35.4,13.75,6,1932
1932-06-14,0.0,,35.75,13.75,6,1932
1932-06-15,0.0,,35.0,13.75,6,1932
1932-06-16,0.0,,35.75,14.25,6,1932
1932-06-17,0.005,,35.75,13.75,6,1932
1932-06-18,0.0,,37.25,15.5,6,1932
1932-06-19,0.0,,34.4,14.5,6,1932
1932-06-20,0.005,,35.35,13.9,6,1932
1932-06-21,0.01,,35.75,14.5,6,1932
1932-06-22,0.005,,34.25,13.5,6,1932
1932-06-23,0.0,,34.6,13.7,6,1932
1932-06-24,4.005,,33.25,12.0,6,1932
1932-06-25,9.0,,34.85,14.1,6,1932
1932-06-26,0.01,,34.75,13.75,6,1932
1932-06-27,0.005,,33.0,13.5,6,1932
1932-06-28,0.01,,33.25,13.75,6,1932
1932-06-29,1.25,,32.5,12.9,6,1932
1932-06-30,1.0,,33.1,13.25,6,1932
1932-07-01,8.25,,33.1,12.6,7,1932
1932-07-02,13.1,,31.75,12.75,7,1932
1932-07-03,20.1,,29.75,12.0,7,1932
1932-07-04,19.25,,29.25,11.6,7,1932
1932-07-05,33.85,,30.25,12.4,7,1932
1932-07-06,3.0,,29.75,11.5,7,1932
1932-07-07,3.255,,30.5,11.0,7,1932
1932-07-08,0.0,,30.0,10.75,7,1932
1932-07-09,0.005,,31.25,12.25,7,1932
1932-07-10,0.0,,31.75,12.6,7,1932
1932-07-11,0.0,,30.25,12.5,7,1932
1932-07-12,0.005,,30.5,12.35,7,1932
1932-07-13,0.0,,31.25,12.25,7,1932
1932-07-14,0.005,,30.5,12.5,7,1932
1932-07-15,0.005,,30.5,12.5,7,1932
1932-07-16,2.0,,30.75,11.5,7,1932
1932-07-17,0.005,,30.25,11.5,7,1932
1932-07-18,0.0,,31.5,11.5,7,1932
1932-07-19,5.255,,34.5,13.75,7,1932
1932-07-20,0.01,,29.5,11.6,7,1932
1932-07-21,0.0,,29.0,12.0,7,1932
1932-07-22,0.0,,30.5,12.25,7,1932
1932-07-23,0.005,,31.25,12.75,7,1932
1932-07-24,1.0,,34.0,13.75,7,1932
1932-07-25,3.005,,32.5,13.5,7,1932
1932-07-26,2.005,,32.5,12.1,7,1932
1932-07-27,9.355,,30.5,11.5,7,1932
1932-07-28,0.005,,30.15,12.1,7,1932
1932-07-29,0.005,,33.0,12.25,7,1932
1932-07-30,0.0,,33.0,13.1,7,1932
1932-07-31,1.505,,31.0,12.0,7,1932
1932-08-01,0.01,,30.0,13.0,8,1932
1932-08-02,0.005,,30.5,13.85,8,1932
1932-08-03,0.01,,31.25,14.25,8,1932
1932-08-04,0.0,,32.75,15.25,8,1932
1932-08-05,0.005,,31.85,15.25,8,1932
1932-08-06,0.0,,30.5,14.0,8,1932
1932-08-07,0.25,,30.25,14.0,8,1932
1932-08-08,3.505,,29.85,11.5,8,1932
1932-08-09,1.0,,27.25,11.25,8,1932
1932-08-10,0.0,,27.5,12.0,8,1932
1932-08-11,0.005,,30.5,13.75,8,1932
1932-08-12,0.0,,27.75,13.0,8,1932
1932-08-13,0.0,,28.5,12.5,8,1932
1932-08-14,0.0,,29.0,13.25,8,1932
1932-08-15,0.0,,27.25,11.75,8,1932
1932-08-16,0.0,,29.75,13.25,8,1932
1932-08-17,4.5,,30.85,14.85,8,1932
1932-08-18,0.0,,29.75,13.25,8,1932
1932-08-19,25.25,,30.25,15.0,8,1932
1932-08-20,3.005,,33.0,15.75,8,1932
1932-08-21,2.5,,31.5,14.25,8,1932
1932-08-22,0.005,,27.25,13.0,8,1932
1932-08-23,0.005,,27.0,13.1,8,1932
1932-08-24,2.0,,28.5,12.75,8,1932
1932-08-25,2.75,,28.5,12.0,8,1932
1932-08-26,0.5,,31.5,13.1,8,1932
1932-08-27,6.0,,26.5,10.0,8,1932
1932-08-28,3.1,,26.0,9.6,8,1932
1932-08-29,1.0,,25.9,10.5,8,1932
1932-08-30,0.5,,26.25,10.75,8,1932
1932-08-31,2.5,,27.25,12.5,8,1932
1932-09-01,0.005,,26.5,12.5,9,1932
1932-09-02,0.0,,26.9,13.0,9,1932
1932-09-03,1.5,,26.0,11.75,9,1932
1932-09-04,16.25,,26.6,12.75,9,1932
1932-09-05,2.505,,26.75,13.0,9,1932
1932-09-06,1.0,,26.75,12.25,9,1932
